level,category_id,category_name,parent_id,parent_name,variable_count,path
2,dc/g/ExpenditureActivity,Expenditure Activity,dc/g/Economy,Economy,34,Root > Economy > Expenditure Activity
2,dc/g/FinancialInstrument,Financial Instrument,dc/g/Economy,Economy,11,Root > Economy > Financial Instrument
2,dc/g/FinancialTransaction,Financial Transaction,dc/g/Economy,Economy,561,Root > Economy > Financial Transaction
2,dc/g/Household_HouseholdType,Household by Household Type,dc/g/Economy,Economy,357,Root > Economy > Household by Household Type
2,dc/g/Household_Income,Household by Income,dc/g/Economy,Economy,1136,Root > Economy > Household by Income
2,dc/g/Person_Income,Person by Income,dc/g/Economy,Economy,1974,Root > Economy > Person by Income
2,dc/g/Person_IncomeSource,Person by Income Source,dc/g/Economy,Economy,27,Root > Economy > Person by Income Source
2,dc/g/Household_IncomeStatus,Household by Income Status,dc/g/Economy,Economy,63,Root > Economy > Household by Income Status
2,dc/g/Person_IncomeStatus,Person by Income Status,dc/g/Economy,Economy,618,Root > Economy > Person by Income Status
2,dc/g/Person_IncomeType,Person by Income Type,dc/g/Economy,Economy,3,Root > Economy > Person by Income Type
2,dc/g/Investment,Investment,dc/g/Economy,Economy,10,Root > Economy > Investment
2,dc/g/Jobs,Jobs,dc/g/Economy,Economy,2,Root > Economy > Jobs
2,dc/g/Person_LaborForceStatus,Person by Labor Force Status,dc/g/Economy,Economy,4561,Root > Economy > Person by Labor Force Status
2,dc/g/Economy_Miscellaneous,Miscellaneous,dc/g/Economy,Economy,1002,Root > Economy > Miscellaneous
2,dc/g/NetworkSubscriber,Network Subscriber,dc/g/Economy,Economy,14,Root > Economy > Network Subscriber
2,dc/g/Person_Occupation,Person by Occupation,dc/g/Economy,Economy,5319,Root > Economy > Person by Occupation
2,dc/g/Person_OccupationalCategory,Person by Occupational Category,dc/g/Economy,Economy,63,Root > Economy > Person by Occupational Category
2,dc/g/Person_PaymentMethod,Person by Payment Method,dc/g/Economy,Economy,3,Root > Economy > Person by Payment Method
2,dc/g/Person_PovertyStatus,Person by Poverty Status,dc/g/Economy,Economy,1096,Root > Economy > Person by Poverty Status
2,dc/g/Person_RegistrationStatus,Person by Registration Status,dc/g/Economy,Economy,6,Root > Economy > Person by Registration Status
2,dc/g/Remittance,Remittance,dc/g/Economy,Economy,3,Root > Economy > Remittance
2,dc/g/Stock,Stock,dc/g/Economy,Economy,2,Root > Economy > Stock
2,dc/g/Transportation,Transportation,dc/g/Economy,Economy,5,Root > Economy > Transportation
2,dc/g/TreasuryBill,Treasury Bill,dc/g/Economy,Economy,8,Root > Economy > Treasury Bill
2,dc/g/TreasuryBond,Treasury Bond,dc/g/Economy,Economy,2,Root > Economy > Treasury Bond
2,dc/g/TreasuryNote,Treasury Note,dc/g/Economy,Economy,5,Root > Economy > Treasury Note
2,dc/g/TreasurySecurity,Treasury Security,dc/g/Economy,Economy,17,Root > Economy > Treasury Security
2,dc/g/Person_WealthIndex,Person by Wealth Index,dc/g/Economy,Economy,20,Root > Economy > Person by Wealth Index
1,dc/g/Education,Education,dc/g/Root,Data Commons Variables,53236,Root > Education
2,dc/g/AcademicAssessmentEvent,Academic Assessment Event,dc/g/Education,Education,24,Root > Education > Academic Assessment Event
2,dc/g/Person_AssessmentType,Person by Assessment Type,dc/g/Education,Education,9,Root > Education > Person by Assessment Type
2,dc/g/Person_BachelorsDegreeMajor,Person by Bachelors Degree Major,dc/g/Education,Education,1695,Root > Education > Person by Bachelors Degree Major
2,dc/g/Person_CandidatesStatus,Person by Candidates Status,dc/g/Education,Education,3,Root > Education > Person by Candidates Status
2,dc/g/Person_CitizenshipStatus,Person by Citizenship Status,dc/g/Education,Education,1593,Root > Education > Person by Citizenship Status
2,dc/g/ClassRoom,Class Room,dc/g/Education,Education,10,Root > Education > Class Room
2,dc/g/Person_CollegeOrUniversityLevel,Person by College or University Level,dc/g/Education,Education,24,Root > Education > Person by College or University Level
2,dc/g/Person_CourseSpecialization,Person by Course Specialization,dc/g/Education,Education,66,Root > Education > Person by Course Specialization
2,dc/g/Person_DisabilityStatus,Person by Disability Status,dc/g/Education,Education,545,Root > Education > Person by Disability Status
2,dc/g/Person_DoctorateDegreeMajor,Person by Doctorate Degree Major,dc/g/Education,Education,1282,Root > Education > Person by Doctorate Degree Major
2,dc/g/Person_EducationalAttainment,Person by Educational Attainment,dc/g/Education,Education,6774,Root > Education > Person by Educational Attainment
2,dc/g/Person_EducationalDegree,Person by Educational Degree,dc/g/Education,Education,114,Root > Education > Person by Educational Degree
2,dc/g/Person_EnrollmentLevel,Person by Enrollment Level,dc/g/Education,Education,706,Root > Education > Person by Enrollment Level
2,dc/g/Faculty,Faculty,dc/g/Education,Education,15,Root > Education > Faculty
2,dc/g/Person_FacultyType,Person by Faculty Type,dc/g/Education,Education,1282,Root > Education > Person by Faculty Type
2,dc/g/FamilyRole,Family Role,dc/g/Education,Education,35,Root > Education > Family Role
2,dc/g/Person_InstitutionType,Person by Institution Type,dc/g/Education,Education,15,Root > Education > Person by Institution Type
2,dc/g/Person_KnowledgeAbout,Person by Knowledge About,dc/g/Education,Education,12,Root > Education > Person by Knowledge About
2,dc/g/Person_LaborForceStatus,Person by Labor Force Status,dc/g/Education,Education,4561,Root > Education > Person by Labor Force Status
2,dc/g/Person_LiteracyStatus,Person by Literacy Status,dc/g/Education,Education,305,Root > Education > Person by Literacy Status
2,dc/g/Person_MinorityServingInstitutionType,Person by Minority Serving Institution Type,dc/g/Education,Education,42,Root > Education > Person by Minority Serving Institution Type
2,dc/g/Education_Miscellaneous,Miscellaneous,dc/g/Education,Education,702,Root > Education > Miscellaneous
2,dc/g/Person_RegistrationStatus,Person by Registration Status,dc/g/Education,Education,6,Root > Education > Person by Registration Status
2,dc/g/School,School,dc/g/Education,Education,1116,Root > Education > School
2,dc/g/Person_SchoolGradeLevel,Person by School Grade Level,dc/g/Education,Education,18,Root > Education > Person by School Grade Level
2,dc/g/Person_SchoolingDuration,Person by Schooling Duration,dc/g/Education,Education,6,Root > Education > Person by Schooling Duration
2,dc/g/Student,Student,dc/g/Education,Education,38839,Root > Education > Student
2,dc/g/Person_StudentType,Person by Student Type,dc/g/Education,Education,2,Root > Education > Person by Student Type
2,dc/g/Teacher,Teacher,dc/g/Education,Education,169,Root > Education > Teacher
2,dc/g/Person_TenureStatus,Person by Tenure Status,dc/g/Education,Education,986,Root > Education > Person by Tenure Status
2,dc/g/Person_TypeOfSchool,Person by Type of School,dc/g/Education,Education,308,Root > Education > Person by Type of School
1,dc/g/Energy,Energy,dc/g/Root,Data Commons Variables,9779,Root > Energy
2,dc/g/Coal,Coal,dc/g/Energy,Energy,207,Root > Energy > Coal
2,dc/g/CommercialBuilding,Commercial Building,dc/g/Energy,Energy,11,Root > Energy > Commercial Building
2,dc/g/Energy_ConsumingSector,Energy by Consuming Sector,dc/g/Energy,Energy,86,Root > Energy > Energy by Consuming Sector
2,dc/g/Consumption,Consumption,dc/g/Energy,Energy,5,Root > Energy > Consumption
2,dc/g/Electricity,Electricity,dc/g/Energy,Energy,838,Root > Energy > Electricity
2,dc/g/ElectricityConsumer,Electricity Consumer,dc/g/Energy,Energy,15,Root > Energy > Electricity Consumer
2,dc/g/EnergyGeneration,Energy Generation,dc/g/Energy,Energy,3,Root > Energy > Energy Generation
2,dc/g/Energy_EnergySource,Energy by Energy Source,dc/g/Energy,Energy,142,Root > Energy > Energy by Energy Source
2,dc/g/Fuel,Fuel,dc/g/Energy,Energy,3434,Root > Energy > Fuel
2,dc/g/Energy_Miscellaneous,Miscellaneous,dc/g/Energy,Energy,18,Root > Energy > Miscellaneous
2,eia/g/Root,Miscellaneous,dc/g/Energy,Energy,7129,Root > Energy > Miscellaneous
2,dc/g/Energy_PowerPlantSector,Energy by Power Plant Sector,dc/g/Energy,Energy,31,Root > Energy > Energy by Power Plant Sector
2,dc/g/Production,Production,dc/g/Energy,Energy,3,Root > Energy > Production
2,dc/g/Solar,Solar,dc/g/Energy,Energy,10,Root > Energy > Solar
2,dc/g/Energy_UsedFor,Energy by Used For,dc/g/Energy,Energy,16,Root > Energy > Energy by Used For
1,dc/g/Environment,Environment,dc/g/Root,Data Commons Variables,3647,Root > Environment
2,dc/g/Place_AreaType,Place by Area Type,dc/g/Environment,Environment,4,Root > Environment > Place by Area Type
2,dc/g/Atmosphere,Atmosphere,dc/g/Environment,Environment,72,Root > Environment > Atmosphere
2,dc/g/BodyOfWater,Body of Water,dc/g/Environment,Environment,64,Root > Environment > Body of Water
2,dc/g/Disasters,Disasters,dc/g/Environment,Environment,403,Root > Environment > Disasters
2,dc/g/Emissions,Emissions,dc/g/Environment,Environment,1058,Root > Environment > Emissions
2,dc/g/LandCover,Land Cover,dc/g/Environment,Environment,25,Root > Environment > Land Cover
2,dc/g/Environment_Miscellaneous,Miscellaneous,dc/g/Environment,Environment,89,Root > Environment > Miscellaneous
2,dc/g/NaturalHazardImpact,Natural Hazard Impact,dc/g/Environment,Environment,40,Root > Environment > Natural Hazard Impact
2,dc/g/Household_NumberOfVehicles,Household by Number of Vehicles,dc/g/Environment,Environment,126,Root > Environment > Household by Number of Vehicles
2,dc/g/PollutedSites,Polluted Sites,dc/g/Environment,Environment,79,Root > Environment > Polluted Sites
2,dc/g/SeaBodyOfWater,Sea Body of Water,dc/g/Environment,Environment,53,Root > Environment > Sea Body of Water
2,dc/g/Household_TransportationType,Household by Transportation Type,dc/g/Environment,Environment,104,Root > Environment > Household by Transportation Type
2,dc/g/WasteGenerated,Waste Generated,dc/g/Environment,Environment,3,Root > Environment > Waste Generated
2,dc/g/WasteWater,Waste Water,dc/g/Environment,Environment,4,Root > Environment > Waste Water
2,dc/g/Water,Water,dc/g/Environment,Environment,76,Root > Environment > Water
2,dc/g/Person_WaterTreatmentSystem,Person by Water Treatment System,dc/g/Environment,Environment,2,Root > Environment > Person by Water Treatment System
2,dc/g/Person_WaterTreatmentType,Person by Water Treatment Type,dc/g/Environment,Environment,2,Root > Environment > Person by Water Treatment Type
2,dc/g/Weather,Weather,dc/g/Environment,Environment,1608,Root > Environment > Weather
1,dc/g/Health,Health,dc/g/Root,Data Commons Variables,51805,Root > Health
2,dc/g/COVID-19,COVID-19,dc/g/Health,Health,27,Root > Health > COVID-19
2,dc/g/Person_ActivityDuration,Person by Activity Duration,dc/g/Health,Health,303,Root > Health > Person by Activity Duration
2,dc/g/Person_ActivityFrequency,Person by Activity Frequency,dc/g/Health,Health,2433,Root > Health > Person by Activity Frequency
