"MinDate","StatVar","Units","ScalingFactors","MeasurementMethods","NumPlaces","observationPeriods"
"2023-01","Monthly_Amount_Household_BrazilRuralDevelopmentProgram_FinancialBenefit","[BRL]","[]","[]","1677","[P1M]"
