"observationPeriods","MeasurementMethods","NumPlaces","Units","ScalingFactors","MinDate","StatVar"
"[P1M]","[]","1","[BRL]","[]","2023-01","Monthly_Amount_Household_BrazilRuralDevelopmentProgram_FinancialBenefit"
