"ScalingFactors","Units","MeasurementMethods","MinDate","NumPlaces","observationPeriods","StatVar"
"[]","[BRL]","[]","2012","1","[P1Y]","Annual_Amount_Household_BrazilRuralDevelopmentProgram_FinancialBenefit"
