"StatVar","observationPeriods","MeasurementMethods","Units","MinDate","ScalingFactors","NumPlaces"
"Annual_Amount_Household_BrazilRuralDevelopmentProgram_FinancialBenefit","[P1Y]","[]","[BRL]","2012","[]","26"
