"MeasurementMethods","Units","observationPeriods","MinDate","ScalingFactors","StatVar","NumPlaces"
"[]","[BRL]","[P1Y]","2012","[]","Annual_Amount_Household_BrazilRuralDevelopmentProgram_FinancialBenefit","3279"
