"observationPeriods","StatVar","NumPlaces","Units","MeasurementMethods","MinDate","ScalingFactors"
"[]","GenderIncomeInequality_Person_15OrMoreYears_WithIncome","215873","[]","[dcAggregate/CensusACS5yrSurvey]","2011","[]"
