"ScalingFactors","observationPeriods","StatVar","MeasurementMethods","MinDate","NumPlaces","Units"
"[100]","[]","Count_MedicalConditionIncident_ConditionPulmonaryTuberculosis_NewCase_BacteriologicalTest_AsAFractionOf_Count_MedicalConditionIncident_ConditionPulmonaryTuberculosis_NewCase","[]","1999","215","[Percent]"
