"MinDate","MeasurementMethods","StatVar","observationPeriods","ScalingFactors","Units","NumPlaces"
"2018","[]","Count_MortalityEvent_AllOtherAndUnspecifiedMalignantNeoplasms_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfCorpusUteriAndUterusPartUnspecified_Female_White","[P1Y]","[]","[]","323"
"2018","[]","Count_MortalityEvent_EnterocolitisDueToClostridiumDifficile_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_Accidents_UnintentionalInjuries__Female_White","[P1Y]","[]","[]","1542"
"2018","[]","Count_MortalityEvent_Assault_Homicide__Female_White","[P1Y]","[]","[]","64"
"2018","[]","Count_MortalityEvent_OtherFormsOfChronicIschemicHeartDisease_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","384"
"2018","[]","Count_MortalityEvent_OtherChronicLowerRespiratoryDiseases_Male_Asian","[P1Y]","[]","[]","28"
"2019","[]","Count_MortalityEvent_Falls_Female_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2022","[]","Count_MortalityEvent_SymptomsSignsAndAbnormalClinicalAndLaboratoryFindingsNotElsewhereClassified_Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_Influenza_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","4"
"2018","[]","Count_MortalityEvent_InfluenzaAndPneumonia_Male_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_OtherAndUnspecifiedEventsOfUndeterminedIntentAndTheirSequelae_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","23"
"2018","[]","Count_MortalityEvent_AcuteMyocardialInfarction_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","3"
"2018","[]","Count_MortalityEvent_AcuteMyocardialInfarction_Male_TwoOrMoreRaces","[P1Y]","[]","[]","5"
"2018","[]","Count_MortalityEvent_MalignantMelanomaOfSkin_Male_White","[P1Y]","[]","[]","191"
"2018","[]","Count_MortalityEvent_Assault_Homicide_ByDischargeOfFirearms_Male_Asian","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_ViralHepatitis_Male_White","[P1Y]","[]","[]","49"
"2018","[]","Count_MortalityEvent_AlzheimersDisease_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","3"
"2018","[]","Count_MortalityEvent_Anemias_Male_White","[P1Y]","[]","[]","37"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfBladder_Female_White","[P1Y]","[]","[]","152"
"2018","[]","Count_MortalityEvent_ChronicLiverDiseaseAndCirrhosis_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","22"
"2018","[]","Count_MortalityEvent_OtherChronicLowerRespiratoryDiseases_Male_TwoOrMoreRaces","[P1Y]","[]","[]","2"
"2022","[]","Count_MortalityEvent_InfluenzaAndPneumonia_Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_Atherosclerosis_Female_Asian","[P1Y]","[]","[]","4"
"2018","[]","Count_MortalityEvent_InSituNeoplasmsBenignNeoplasmsAndNeoplasmsOfUncertainOrUnknownBehavior_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","14"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfBladder_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","13"
"2018","[]","Count_MortalityEvent_AllOtherAndUnspecifiedMalignantNeoplasms_Male_TwoOrMoreRaces","[P1Y]","[]","[]","3"
"2020","[]","Count_MortalityEvent_HypertensiveHeartDisease_Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_MotorVehicleAccidents_Female_White","[P1Y]","[]","[]","324"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfLiverAndIntrahepaticBileDucts_Male_TwoOrMoreRaces","[P1Y]","[]","[]","2"
"2018","[]","Count_MortalityEvent_OtherDiseasesOfArteriesArteriolesAndCapillaries_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","16"
"2018","[]","Count_MortalityEvent_MalignantNeoplasms_Female_White","[P1Y]","[]","[]","2672"
"2018","[]","Count_MortalityEvent_AccidentalPoisoningAndExposureToNoxiousSubstances_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","2"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfBreast_Female_White","[P1Y]","[]","[]","1034"
"2018","[]","Count_MortalityEvent_DiabetesMellitus_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","300"
"2018","[]","Count_MortalityEvent_AlcoholicLiverDisease_Male_White","[P1Y]","[]","[]","580"
"2018","[]","Count_MortalityEvent_DiabetesMellitus_Female_TwoOrMoreRaces","[P1Y]","[]","[]","6"
"2018","[]","Count_MortalityEvent_RenalFailure_Male_Asian","[P1Y]","[]","[]","32"
"2019","[]","Count_MortalityEvent_IntentionalSelf-Harm_Suicide_ByOtherAndUnspecifiedMeansAndTheirSequelae_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_AlcoholicLiverDisease_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","25"
"2018","[]","Count_MortalityEvent_OtherHeartDiseases_Male_TwoOrMoreRaces","[P1Y]","[]","[]","13"
"2018","[]","Count_MortalityEvent_PepticUlcer_Male_Asian","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_OtherHeartDiseases_Female_White","[P1Y]","[]","[]","2161"
"2018","[]","Count_MortalityEvent_Falls_Male_White","[P1Y]","[]","[]","672"
"2018","[]","Count_MortalityEvent_MultipleMyelomaAndImmunoproliferativeNeoplasms_Female_Asian","[P1Y]","[]","[]","4"
"2018","[]","Count_MortalityEvent_Accidents_UnintentionalInjuries__Female_TwoOrMoreRaces","[P1Y]","[]","[]","21"
"2018","[]","Count_MortalityEvent_AccidentalPoisoningAndExposureToNoxiousSubstances_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","17"
"2018","[]","Count_MortalityEvent_Septicemia_Male_Asian","[P1Y]","[]","[]","19"
"2018","[]","Count_MortalityEvent_Influenza_Male_Asian","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_OtherAndUnspecifiedEventsOfUndeterminedIntentAndTheirSequelae_Male_White","[P1Y]","[]","[]","77"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfKidneyAndRenalPelvis_Male_White","[P1Y]","[]","[]","314"
"2018","[]","Count_MortalityEvent_Falls_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","44"
"2018","[]","Count_MortalityEvent_OtherDiseasesOfCirculatorySystem_Female_Asian","[P1Y]","[]","[]","7"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfTracheaBronchusAndLung_Female_White","[P1Y]","[]","[]","1620"
"2018","[]","Count_MortalityEvent_RenalFailure_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","2"
"2018","[]","Count_MortalityEvent_HeartFailure_Female_Asian","[P1Y]","[]","[]","27"
"2018","[]","Count_MortalityEvent_Falls_Male_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_Pneumonia_Female_Asian","[P1Y]","[]","[]","23"
"2018","[]","Count_MortalityEvent_Assault_Homicide__Male_Asian","[P1Y]","[]","[]","2"
"2021","[]","Count_MortalityEvent_MalignantNeoplasmOfProstate_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_SymptomsSignsAndAbnormalClinicalAndLaboratoryFindingsNotElsewhereClassified_Female_White","[P1Y]","[]","[]","506"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfOvary_Female_Asian","[P1Y]","[]","[]","16"
"2018","[]","Count_MortalityEvent_InfluenzaAndPneumonia_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfMeningesBrainAndOtherPartsOfCentralNervousSystem_Female_Asian","[P1Y]","[]","[]","3"
"2018","[]","Count_MortalityEvent_CertainConditionsOriginatingInThePerinatalPeriod_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","51"
"2018","[]","Count_MortalityEvent_Essential_Primary_HypertensionAndHypertensiveRenalDisease_Female_Asian","[P1Y]","[]","[]","27"
"2018","[]","Count_MortalityEvent_AorticAneurysmAndDissection_Male_Asian","[P1Y]","[]","[]","4"
"2018","[]","Count_MortalityEvent_NephritisNephroticSyndromeAndNephrosis_Female_White","[P1Y]","[]","[]","759"
"2019","[]","Count_MortalityEvent_MalignantNeoplasmOfPancreas_Female_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_Emphysema_Female_White","[P1Y]","[]","[]","97"
"2020","[]","Count_MortalityEvent_OtherAndUnspecifiedInfectiousAndParasiticDiseasesAndTheirSequelae_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","66"
"2018","[]","Count_MortalityEvent_CerebrovascularDiseases_Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfColonRectumAndAnus_Female_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_CholelithiasisAndOtherDisordersOfGallbladder_Male_White","[P1Y]","[]","[]","33"
"2018","[]","Count_MortalityEvent_AllOtherFormsOfChronicIschemicHeartDisease_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","5"
"2018","[]","Count_MortalityEvent_Tuberculosis_Male_White","[P1Y]","[]","[]","1"
"2020","[]","Count_MortalityEvent_COVID19_Male_Asian","[P1Y]","[]","[]","135"
"2018","[]","Count_MortalityEvent_AtheroscleroticCardiovascularDiseaseSoDescribed_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","8"
"2018","[]","Count_MortalityEvent_OtherAndUnspecifiedNontransportAccidentsAndTheirSequelae_Female_White","[P1Y]","[]","[]","243"
"2018","[]","Count_MortalityEvent_MotorVehicleAccidents_Male_TwoOrMoreRaces","[P1Y]","[]","[]","7"
"2018","[]","Count_MortalityEvent_InfluenzaAndPneumonia_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","88"
"2023","[]","Count_MortalityEvent_Meningitis_Female_White","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_MotorVehicleAccidents_Male_Asian","[P1Y]","[]","[]","18"
"2019","[]","Count_MortalityEvent_OtherChronicLiverDiseaseAndCirrhosis_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","6"
"2018","[]","Count_MortalityEvent_AtheroscleroticCardiovascularDiseaseSoDescribed_Male_Asian","[P1Y]","[]","[]","34"
"2018","[]","Count_MortalityEvent_HeartFailure_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","170"
"2018","[]","Count_MortalityEvent_HumanImmunodeficiencyVirus_Hiv_Disease_Female_White","[P1Y]","[]","[]","4"
"2018","[]","Count_MortalityEvent_SymptomsSignsAndAbnormalClinicalAndLaboratoryFindingsNotElsewhereClassified_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","98"
"2018","[]","Count_MortalityEvent_Falls_Female_White","[P1Y]","[]","[]","648"
"2020","[]","Count_MortalityEvent_NontransportAccidents_Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_Accidents_UnintentionalInjuries__Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","8"
"2020","[]","Count_MortalityEvent_NephritisNephroticSyndromeAndNephrosis_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","2"
"2018","[]","Count_MortalityEvent_Non-HodgkinsLymphoma_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","18"
"2018","[]","Count_MortalityEvent_DiseasesOfHeart_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","58"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfTracheaBronchusAndLung_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_RenalFailure_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","174"
"2018","[]","Count_MortalityEvent_TransportAccidents_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","14"
"2022","[]","Count_MortalityEvent_PepticUlcer_Female_Asian","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_NontransportAccidents_Female_White","[P1Y]","[]","[]","1331"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfStomach_Female_Asian","[P1Y]","[]","[]","11"
"2018","[]","Count_MortalityEvent_AcuteMyocardialInfarction_Male_White","[P1Y]","[]","[]","1794"
"2020","[]","Count_MortalityEvent_MalignantNeoplasmsOfKidneyAndRenalPelvis_Male_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_RenalFailure_Female_Asian","[P1Y]","[]","[]","28"
"2018","[]","Count_MortalityEvent_Essential_Primary_HypertensionAndHypertensiveRenalDisease_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","128"
"2018","[]","Count_MortalityEvent_ParkinsonsDisease_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","25"
"2018","[]","Count_MortalityEvent_AcuteMyocardialInfarction_Female_White","[P1Y]","[]","[]","1344"
"2018","[]","Count_MortalityEvent_DiabetesMellitus_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","283"
"2018","[]","Count_MortalityEvent_NontransportAccidents_Female_Asian","[P1Y]","[]","[]","30"
"2018","[]","Count_MortalityEvent_AllOtherFormsOfHeartDisease_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","319"
"2018","[]","Count_MortalityEvent_NephritisNephroticSyndromeAndNephrosis_Male_Asian","[P1Y]","[]","[]","32"
"2019","[]","Count_MortalityEvent_InfluenzaAndPneumonia_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","1"
"2019","[]","Count_MortalityEvent_MalignantNeoplasmsOfTracheaBronchusAndLung_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_Anemias_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","10"
"2018","[]","Count_MortalityEvent_AllOtherDiseases_Residual__Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","36"
"2020","[]","Count_MortalityEvent_BronchitisChronicAndUnspecified_Female_White","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_OtherDiseasesOfRespiratorySystem_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","78"
"2018","[]","Count_MortalityEvent_Asthma_Male_White","[P1Y]","[]","[]","13"
"2018","[]","Count_MortalityEvent_AcuteMyocardialInfarction_Female_Asian","[P1Y]","[]","[]","30"
"2020","[]","Count_MortalityEvent_Falls_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","2"
"2018","[]","Count_MortalityEvent_Pneumonia_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","75"
"2018","[]","Count_MortalityEvent_ComplicationsOfMedicalAndSurgicalCare_Female_White","[P1Y]","[]","[]","31"
"2018","[]","Count_MortalityEvent_TransportAccidents_Male_TwoOrMoreRaces","[P1Y]","[]","[]","8"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfTracheaBronchusAndLung_Male_TwoOrMoreRaces","[P1Y]","[]","[]","5"
"2018","[]","Count_MortalityEvent_DiseasesOfHeart_Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","13"
"2018","[]","Count_MortalityEvent_CerebrovascularDiseases_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","5"
"2018","[]","Count_MortalityEvent_Leukemia_Female_White","[P1Y]","[]","[]","301"
"2018","[]","Count_MortalityEvent_OtherAndUnspecifiedNontransportAccidentsAndTheirSequelae_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","25"
"2023","[]","Count_MortalityEvent_MalignantNeoplasmsOfLymphoidHematopoieticAndRelatedTissue_Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_AllOtherAndUnspecifiedMalignantNeoplasms_Female_Asian","[P1Y]","[]","[]","33"
"2018","[]","Count_MortalityEvent_Malnutrition_Male_White","[P1Y]","[]","[]","245"
"2018","[]","Count_MortalityEvent_MotorVehicleAccidents_Male_White","[P1Y]","[]","[]","939"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfPancreas_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","112"
"2018","[]","Count_MortalityEvent_AccidentalDrowningAndSubmersion_Male_White","[P1Y]","[]","[]","51"
"2022","[]","Count_MortalityEvent_WaterAirAndSpaceAndOtherAndUnspecifiedTransportAccidentsAndTheirSequelae_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","1"
"2021","[]","Count_MortalityEvent_Essential_Primary_HypertensionAndHypertensiveRenalDisease_Female_TwoOrMoreRaces","[P1Y]","[]","[]","2"
"2018","[]","Count_MortalityEvent_AorticAneurysmAndDissection_Male_White","[P1Y]","[]","[]","170"
"2018","[]","Count_MortalityEvent_AccidentalPoisoningAndExposureToNoxiousSubstances_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","311"
"2020","[]","Count_MortalityEvent_COVID19_Female_Asian","[P1Y]","[]","[]","99"
"2018","[]","Count_MortalityEvent_EnterocolitisDueToClostridiumDifficile_Male_White","[P1Y]","[]","[]","36"
"2018","[]","Count_MortalityEvent_HypertensiveHeartDisease_Female_TwoOrMoreRaces","[P1Y]","[]","[]","2"
"2018","[]","Count_MortalityEvent_OtherDiseasesOfArteriesArteriolesAndCapillaries_Male_White","[P1Y]","[]","[]","139"
"2018","[]","Count_MortalityEvent_ChronicLiverDiseaseAndCirrhosis_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","58"
"2018","[]","Count_MortalityEvent_NontransportAccidents_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","372"
"2020","[]","Count_MortalityEvent_Suicide_Female_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_CertainOtherIntestinalInfections_Female_White","[P1Y]","[]","[]","112"
"2018","[]","Count_MortalityEvent_CerebrovascularDiseases_Male_Asian","[P1Y]","[]","[]","78"
"2019","[]","Count_MortalityEvent_OtherDiseasesOfRespiratorySystem_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","3"
"2018","[]","Count_MortalityEvent_HypertensiveHeartDisease_Male_Asian","[P1Y]","[]","[]","21"
"2021","[]","Count_MortalityEvent_ViralHepatitis_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","1"
"2019","[]","Count_MortalityEvent_AcuteAndSubacuteEndocarditis_Female_White","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_AccidentalPoisoningAndExposureToNoxiousSubstances_Female_White","[P1Y]","[]","[]","690"
"2021","[]","Count_MortalityEvent_MalignantNeoplasmsOfCorpusUteriAndUterusPartUnspecified_Female_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_DiseasesOfHeart_Female_White","[P1Y]","[]","[]","2719"
"2018","[]","Count_MortalityEvent_DiseasesOfHeart_Female_Asian","[P1Y]","[]","[]","151"
"2018","[]","Count_MortalityEvent_OtherAndUnspecifiedInfectiousAndParasiticDiseasesAndTheirSequelae_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","585"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfLipOralCavityAndPharynx_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","19"
"2018","[]","Count_MortalityEvent_OtherHeartDiseases_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","447"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfBreast_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","191"
"2018","[]","Count_MortalityEvent_AllOtherFormsOfChronicIschemicHeartDisease_Female_White","[P1Y]","[]","[]","1575"
"2018","[]","Count_MortalityEvent_OtherDisordersOfCirculatorySystem_Female_White","[P1Y]","[]","[]","37"
"2018","[]","Count_MortalityEvent_IschemicHeartDiseases_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","15"
"2018","[]","Count_MortalityEvent_HypertensiveHeartDisease_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","3"
"2018","[]","Count_MortalityEvent_EnterocolitisDueToClostridiumDifficile_Female_White","[P1Y]","[]","[]","65"
"2021","[]","Count_MortalityEvent_MalignantNeoplasmsOfCorpusUteriAndUterusPartUnspecified_Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_Septicemia_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","124"
"2018","[]","Count_MortalityEvent_Influenza_Female_White","[P1Y]","[]","[]","118"
"2018","[]","Count_MortalityEvent_AcuteMyocardialInfarction_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","2"
"2020","[]","Count_MortalityEvent_NutritionalDeficiencies_Female_Asian","[P1Y]","[]","[]","6"
"2018","[]","Count_MortalityEvent_OtherAndUnspecifiedEventsOfUndeterminedIntentAndTheirSequelae_Female_White","[P1Y]","[]","[]","39"
"2018","[]","Count_MortalityEvent_DiabetesMellitus_Male_TwoOrMoreRaces","[P1Y]","[]","[]","6"
"2018","[]","Count_MortalityEvent_Suicide_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","106"
"2018","[]","Count_MortalityEvent_Asthma_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","15"
"2018","[]","Count_MortalityEvent_AccidentalDrowningAndSubmersion_Female_White","[P1Y]","[]","[]","13"
"2018","[]","Count_MortalityEvent_AlzheimersDisease_Male_Asian","[P1Y]","[]","[]","25"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfStomach_Male_Asian","[P1Y]","[]","[]","18"
"2018","[]","Count_MortalityEvent_OtherAndUnspecifiedNontransportAccidentsAndTheirSequelae_Male_Asian","[P1Y]","[]","[]","5"
"2018","[]","Count_MortalityEvent_NontransportAccidents_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","20"
"2018","[]","Count_MortalityEvent_EventsOfUndeterminedIntent_Male_White","[P1Y]","[]","[]","82"
"2018","[]","Count_MortalityEvent_Septicemia_Male_White","[P1Y]","[]","[]","602"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfLipOralCavityAndPharynx_Female_Asian","[P1Y]","[]","[]","2"
"2018","[]","Count_MortalityEvent_CerebrovascularDiseases_Male_TwoOrMoreRaces","[P1Y]","[]","[]","6"
"2018","[]","Count_MortalityEvent_Septicemia_Female_Asian","[P1Y]","[]","[]","14"
"2018","[]","Count_MortalityEvent_PepticUlcer_Male_White","[P1Y]","[]","[]","27"
"2018","[]","Count_MortalityEvent_Accidents_UnintentionalInjuries__Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","61"
"2023","[]","Count_MortalityEvent_Septicemia_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","1"
"2020","[]","Count_MortalityEvent_COVID19_Female_TwoOrMoreRaces","[P1Y]","[]","[]","18"
"2021","[]","Count_MortalityEvent_AccidentalDrowningAndSubmersion_Male_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfColonRectumAndAnus_Female_White","[P1Y]","[]","[]","723"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfStomach_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","30"
"2018","[]","Count_MortalityEvent_CerebrovascularDiseases_Male_White","[P1Y]","[]","[]","1521"
"2018","[]","Count_MortalityEvent_AllOtherAndUnspecifiedMalignantNeoplasms_Female_White","[P1Y]","[]","[]","1011"
"2018","[]","Count_MortalityEvent_OtherFormsOfChronicIschemicHeartDisease_Female_TwoOrMoreRaces","[P1Y]","[]","[]","12"
"2018","[]","Count_MortalityEvent_OtherFormsOfChronicIschemicHeartDisease_Female_Asian","[P1Y]","[]","[]","69"
"2018","[]","Count_MortalityEvent_Accidents_UnintentionalInjuries__Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","499"
"2021","[]","Count_MortalityEvent_CertainOtherIntestinalInfections_Female_Asian","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_DiseasesOfHeart_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","859"
"2020","[]","Count_MortalityEvent_HeartFailure_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_OtherAcuteIschemicHeartDiseases_Male_White","[P1Y]","[]","[]","61"
"2018","[]","Count_MortalityEvent_OtherDiseasesOfCirculatorySystem_Female_White","[P1Y]","[]","[]","279"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfKidneyAndRenalPelvis_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","22"
"2021","[]","Count_MortalityEvent_IntentionalSelf-Harm_Suicide_ByDischargeOfFirearms_Male_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_TransportAccidents_Male_Asian","[P1Y]","[]","[]","18"
"2018","[]","Count_MortalityEvent_IschemicHeartDiseases_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","16"
"2018","[]","Count_MortalityEvent_IntentionalSelf-Harm_Suicide_ByDischargeOfFirearms_Male_White","[P1Y]","[]","[]","763"
"2020","[]","Count_MortalityEvent_Assault_Homicide__Female_Asian","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_IschemicHeartDiseases_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","458"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfLarynx_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_OtherDisordersOfCirculatorySystem_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","14"
"2018","[]","Count_MortalityEvent_AlzheimersDisease_Female_TwoOrMoreRaces","[P1Y]","[]","[]","4"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfPancreas_Male_Asian","[P1Y]","[]","[]","23"
"2018","[]","Count_MortalityEvent_AlzheimersDisease_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_AlcoholicLiverDisease_Female_White","[P1Y]","[]","[]","283"
"2018","[]","Count_MortalityEvent_Atherosclerosis_Female_White","[P1Y]","[]","[]","80"
"2018","[]","Count_MortalityEvent_Accidents_UnintentionalInjuries__Male_White","[P1Y]","[]","[]","2074"
"2020","[]","Count_MortalityEvent_LegalIntervention_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","2"
"2018","[]","Count_MortalityEvent_CertainConditionsOriginatingInThePerinatalPeriod_Female_White","[P1Y]","[]","[]","75"
"2018","[]","Count_MortalityEvent_OtherFormsOfChronicIschemicHeartDisease_Male_White","[P1Y]","[]","[]","2182"
