"MinDate","MeasurementMethods","StatVar","observationPeriods","ScalingFactors","Units","NumPlaces"
"2020","[]","Count_MortalityEvent_COVID19_Female_White","[P1Y]","[]","[]","2235"
"2018","[]","Count_MortalityEvent_AllOtherDiseases_Residual__Male_White","[P1Y]","[]","[]","2359"
"2018","[]","Count_MortalityEvent_AccidentalPoisoningAndExposureToNoxiousSubstances_Male_Asian","[P1Y]","[]","[]","23"
"2018","[]","Count_MortalityEvent_OtherAndUnspecifiedInfectiousAndParasiticDiseasesAndTheirSequelae_Female_Asian","[P1Y]","[]","[]","101"
"2018","[]","Count_MortalityEvent_OtherChronicLowerRespiratoryDiseases_Male_White","[P1Y]","[]","[]","1852"
"2018","[]","Count_MortalityEvent_Influenza_Male_White","[P1Y]","[]","[]","90"
"2018","[]","Count_MortalityEvent_AlcoholicLiverDisease_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","48"
"2018","[]","Count_MortalityEvent_Assault_Homicide__Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","8"
"2018","[]","Count_MortalityEvent_Accidents_UnintentionalInjuries__Female_Asian","[P1Y]","[]","[]","43"
"2018","[]","Count_MortalityEvent_NontransportAccidents_Male_White","[P1Y]","[]","[]","1732"
"2018","[]","Count_MortalityEvent_IntentionalSelf-Harm_Suicide_ByOtherAndUnspecifiedMeansAndTheirSequelae_Male_White","[P1Y]","[]","[]","475"
"2020","[]","Count_MortalityEvent_OtherAndUnspecifiedInfectiousAndParasiticDiseasesAndTheirSequelae_Female_TwoOrMoreRaces","[P1Y]","[]","[]","19"
"2018","[]","Count_MortalityEvent_AcuteAndSubacuteEndocarditis_Male_White","[P1Y]","[]","[]","5"
"2018","[]","Count_MortalityEvent_AllOtherAndUnspecifiedMalignantNeoplasms_Male_Asian","[P1Y]","[]","[]","37"
"2018","[]","Count_MortalityEvent_MultipleMyelomaAndImmunoproliferativeNeoplasms_Female_White","[P1Y]","[]","[]","150"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfProstate_Male_TwoOrMoreRaces","[P1Y]","[]","[]","2"
"2018","[]","Count_MortalityEvent_IntentionalSelf-Harm_Suicide_ByOtherAndUnspecifiedMeansAndTheirSequelae_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","6"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfCorpusUteriAndUterusPartUnspecified_Female_Asian","[P1Y]","[]","[]","13"
"2018","[]","Count_MortalityEvent_Pneumonia_Female_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_AcuteRheumaticFeverAndChronicRheumaticHeartDiseases_Male_White","[P1Y]","[]","[]","14"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfMeningesBrainAndOtherPartsOfCentralNervousSystem_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","15"
"2018","[]","Count_MortalityEvent_PneumonitisDueToSolidsAndLiquids_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","37"
"2018","[]","Count_MortalityEvent_OtherDisordersOfCirculatorySystem_Male_White","[P1Y]","[]","[]","46"
"2018","[]","Count_MortalityEvent_AllOtherFormsOfHeartDisease_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","7"
"2019","[]","Count_MortalityEvent_Suicide_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_CertainOtherIntestinalInfections_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","6"
"2020","[]","Count_MortalityEvent_Malnutrition_Female_Asian","[P1Y]","[]","[]","6"
"2018","[]","Count_MortalityEvent_OtherHeartDiseases_Female_TwoOrMoreRaces","[P1Y]","[]","[]","9"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfColonRectumAndAnus_Male_White","[P1Y]","[]","[]","838"
"2018","[]","Count_MortalityEvent_PepticUlcer_Female_White","[P1Y]","[]","[]","25"
"2018","[]","Count_MortalityEvent_AllOtherDiseases_Residual__Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","8"
"2020","[]","Count_MortalityEvent_COVID19_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","578"
"2018","[]","Count_MortalityEvent_ChronicLowerRespiratoryDiseases_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","192"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfBladder_Female_Asian","[P1Y]","[]","[]","2"
"2018","[]","Count_MortalityEvent_OtherLandTransportAccidents_Male_White","[P1Y]","[]","[]","9"
"2018","[]","Count_MortalityEvent_OtherHeartDiseases_Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","3"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfEsophagus_Male_White","[P1Y]","[]","[]","448"
"2018","[]","Count_MortalityEvent_ChronicLowerRespiratoryDiseases_Female_Asian","[P1Y]","[]","[]","24"
"2020","[]","Count_MortalityEvent_AlzheimersDisease_Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_ChronicLiverDiseaseAndCirrhosis_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","24"
"2019","[]","Count_MortalityEvent_NephritisNephroticSyndromeAndNephrosis_Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_Falls_Female_Asian","[P1Y]","[]","[]","17"
"2018","[]","Count_MortalityEvent_NephritisNephroticSyndromeAndNephrosis_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","171"
"2018","[]","Count_MortalityEvent_InfluenzaAndPneumonia_Female_Asian","[P1Y]","[]","[]","26"
"2018","[]","Count_MortalityEvent_AccidentalPoisoningAndExposureToNoxiousSubstances_Female_Asian","[P1Y]","[]","[]","5"
"2018","[]","Count_MortalityEvent_ChronicLiverDiseaseAndCirrhosis_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","85"
"2018","[]","Count_MortalityEvent_MalignantNeoplasms_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","55"
"2018","[]","Count_MortalityEvent_Emphysema_Male_White","[P1Y]","[]","[]","103"
"2018","[]","Count_MortalityEvent_Atherosclerosis_Male_White","[P1Y]","[]","[]","70"
"2018","[]","Count_MortalityEvent_Asthma_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","9"
"2018","[]","Count_MortalityEvent_CongenitalMalformationsDeformationsAndChromosomalAbnormalities_Female_Asian","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_DiabetesMellitus_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","18"
"2022","[]","Count_MortalityEvent_NutritionalDeficiencies_Male_Asian","[P1Y]","[]","[]","2"
"2018","[]","Count_MortalityEvent_MotorVehicleAccidents_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","70"
"2018","[]","Count_MortalityEvent_AllOtherDiseases_Residual__Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","514"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfStomach_Female_White","[P1Y]","[]","[]","98"
"2018","[]","Count_MortalityEvent_MalignantNeoplasms_Male_TwoOrMoreRaces","[P1Y]","[]","[]","34"
"2018","[]","Count_MortalityEvent_OtherAndUnspecifiedInfectiousAndParasiticDiseasesAndTheirSequelae_Female_White","[P1Y]","[]","[]","2259"
"2018","[]","Count_MortalityEvent_OtherAndUnspecifiedNontransportAccidentsAndTheirSequelae_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","5"
"2018","[]","Count_MortalityEvent_AllOtherDiseases_Residual__Male_Asian","[P1Y]","[]","[]","102"
"2018","[]","Count_MortalityEvent_MotorVehicleAccidents_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","13"
"2018","[]","Count_MortalityEvent_AllOtherFormsOfChronicIschemicHeartDisease_Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_Pneumonia_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_AllOtherFormsOfHeartDisease_Female_White","[P1Y]","[]","[]","1673"
"2018","[]","Count_MortalityEvent_CertainOtherIntestinalInfections_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","4"
"2022","[]","Count_MortalityEvent_MalignantNeoplasmsOfColonRectumAndAnus_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_Emphysema_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","3"
"2018","[]","Count_MortalityEvent_Accidents_UnintentionalInjuries__Male_TwoOrMoreRaces","[P1Y]","[]","[]","46"
"2018","[]","Count_MortalityEvent_Suicide_Female_White","[P1Y]","[]","[]","330"
"2018","[]","Count_MortalityEvent_InSituNeoplasmsBenignNeoplasmsAndNeoplasmsOfUncertainOrUnknownBehavior_Male_White","[P1Y]","[]","[]","285"
"2018","[]","Count_MortalityEvent_AcuteRheumaticFeverAndChronicRheumaticHeartDiseases_Female_White","[P1Y]","[]","[]","62"
"2018","[]","Count_MortalityEvent_Assault_Homicide__Male_White","[P1Y]","[]","[]","206"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfMeningesBrainAndOtherPartsOfCentralNervousSystem_Female_White","[P1Y]","[]","[]","251"
"2018","[]","Count_MortalityEvent_CongenitalMalformationsDeformationsAndChromosomalAbnormalities_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","21"
"2018","[]","Count_MortalityEvent_OtherChronicLowerRespiratoryDiseases_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","4"
"2018","[]","Count_MortalityEvent_MajorCardiovascularDiseases_Female_TwoOrMoreRaces","[P1Y]","[]","[]","47"
"2018","[]","Count_MortalityEvent_OtherHeartDiseases_Male_White","[P1Y]","[]","[]","2108"
"2018","[]","Count_MortalityEvent_DiabetesMellitus_Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","3"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfBladder_Male_Asian","[P1Y]","[]","[]","6"
"2018","[]","Count_MortalityEvent_IschemicHeartDiseases_Female_Asian","[P1Y]","[]","[]","90"
"2018","[]","Count_MortalityEvent_HypertensiveHeartDisease_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","5"
"2018","[]","Count_MortalityEvent_MotorVehicleAccidents_Female_Asian","[P1Y]","[]","[]","8"
"2018","[]","Count_MortalityEvent_MalignantNeoplasms_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","54"
"2018","[]","Count_MortalityEvent_ChronicLowerRespiratoryDiseases_Female_TwoOrMoreRaces","[P1Y]","[]","[]","7"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfLiverAndIntrahepaticBileDucts_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","38"
"2018","[]","Count_MortalityEvent_InfluenzaAndPneumonia_Male_White","[P1Y]","[]","[]","768"
"2019","[]","Count_MortalityEvent_SymptomsSignsAndAbnormalClinicalAndLaboratoryFindingsNotElsewhereClassified_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_OtherDiseasesOfCirculatorySystem_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","44"
"2018","[]","Count_MortalityEvent_IntentionalSelf-Harm_Suicide_ByDischargeOfFirearms_Female_White","[P1Y]","[]","[]","72"
"2018","[]","Count_MortalityEvent_OtherDiseasesOfArteriesArteriolesAndCapillaries_Female_White","[P1Y]","[]","[]","148"
"2018","[]","Count_MortalityEvent_HeartFailure_Female_White","[P1Y]","[]","[]","1245"
"2018","[]","Count_MortalityEvent_HeartFailure_Female_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_OtherHeartDiseases_Female_Asian","[P1Y]","[]","[]","63"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfLymphoidHematopoieticAndRelatedTissue_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","99"
"2018","[]","Count_MortalityEvent_HypertensiveHeartAndRenalDisease_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","38"
"2018","[]","Count_MortalityEvent_OtherChronicLowerRespiratoryDiseases_Female_White","[P1Y]","[]","[]","1881"
"2018","[]","Count_MortalityEvent_HyperplasiaOfProstate_Male_White","[P1Y]","[]","[]","4"
"2018","[]","Count_MortalityEvent_OtherDiseasesOfCirculatorySystem_Male_White","[P1Y]","[]","[]","347"
"2018","[]","Count_MortalityEvent_AllOtherDiseases_Residual__Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","552"
"2018","[]","Count_MortalityEvent_AcuteRheumaticFeverAndChronicRheumaticHeartDiseases_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_NontransportAccidents_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","36"
"2019","[]","Count_MortalityEvent_ChronicLiverDiseaseAndCirrhosis_Female_TwoOrMoreRaces","[P1Y]","[]","[]","3"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfKidneyAndRenalPelvis_Female_White","[P1Y]","[]","[]","137"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfKidneyAndRenalPelvis_Male_Asian","[P1Y]","[]","[]","8"
"2018","[]","Count_MortalityEvent_MajorCardiovascularDiseases_Female_White","[P1Y]","[]","[]","2846"
"2018","[]","Count_MortalityEvent_AllOtherDiseases_Residual__Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","7"
"2018","[]","Count_MortalityEvent_HeartFailure_Male_Asian","[P1Y]","[]","[]","25"
"2018","[]","Count_MortalityEvent_EventsOfUndeterminedIntent_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","26"
"2018","[]","Count_MortalityEvent_MajorCardiovascularDiseases_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","79"
"2018","[]","Count_MortalityEvent_EventsOfUndeterminedIntent_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","9"
"2018","[]","Count_MortalityEvent_OtherAndUnspecifiedInfectiousAndParasiticDiseasesAndTheirSequelae_Male_White","[P1Y]","[]","[]","2437"
"2018","[]","Count_MortalityEvent_MajorCardiovascularDiseases_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","23"
"2020","[]","Count_MortalityEvent_OtherDiseasesOfRespiratorySystem_Male_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfLymphoidHematopoieticAndRelatedTissue_Male_White","[P1Y]","[]","[]","941"
"2018","[]","Count_MortalityEvent_AccidentalExposureToSmokeFireAndFlames_Female_White","[P1Y]","[]","[]","4"
"2018","[]","Count_MortalityEvent_MotorVehicleAccidents_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","202"
"2018","[]","Count_MortalityEvent_InfluenzaAndPneumonia_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","94"
"2020","[]","Count_MortalityEvent_AllOtherAndUnspecifiedMalignantNeoplasms_Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_Accidents_UnintentionalInjuries__Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","258"
"2018","[]","Count_MortalityEvent_MajorCardiovascularDiseases_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","99"
"2018","[]","Count_MortalityEvent_CerebrovascularDiseases_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","314"
"2018","[]","Count_MortalityEvent_OtherComplicationsOfPregnancyChildbirthAndThePuerperium_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","6"
"2018","[]","Count_MortalityEvent_DiabetesMellitus_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","3"
"2019","[]","Count_MortalityEvent_OtherAndUnspecifiedInfectiousAndParasiticDiseasesAndTheirSequelae_Male_Asian","[P1Y]","[]","[]","139"
"2018","[]","Count_MortalityEvent_HumanImmunodeficiencyVirus_Hiv_Disease_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","27"
"2018","[]","Count_MortalityEvent_OtherAndUnspecifiedEventsOfUndeterminedIntentAndTheirSequelae_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","8"
"2018","[]","Count_MortalityEvent_IntentionalSelf-Harm_Suicide_ByOtherAndUnspecifiedMeansAndTheirSequelae_Male_TwoOrMoreRaces","[P1Y]","[]","[]","4"
"2018","[]","Count_MortalityEvent_ComplicationsOfMedicalAndSurgicalCare_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","6"
"2023","[]","Count_MortalityEvent_AccidentalExposureToSmokeFireAndFlames_Female_Asian","[P1Y]","[]","[]","1"
"2019","[]","Count_MortalityEvent_InfectionsOfKidney_Female_White","[P1Y]","[]","[]","5"
"2018","[]","Count_MortalityEvent_OtherChronicLowerRespiratoryDiseases_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","160"
"2018","[]","Count_MortalityEvent_OtherChronicLiverDiseaseAndCirrhosis_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","7"
"2018","[]","Count_MortalityEvent_Assault_Homicide_ByOtherAndUnspecifiedMeansAndTheirSequelae_Female_White","[P1Y]","[]","[]","14"
"2018","[]","Count_MortalityEvent_Septicemia_Female_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_PneumonitisDueToSolidsAndLiquids_Female_White","[P1Y]","[]","[]","256"
"2019","[]","Count_MortalityEvent_AllOtherFormsOfChronicIschemicHeartDisease_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","6"
"2018","[]","Count_MortalityEvent_MalignantNeoplasms_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","682"
"2018","[]","Count_MortalityEvent_Suicide_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","12"
"2018","[]","Count_MortalityEvent_AcuteMyocardialInfarction_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_ParkinsonsDisease_Female_Asian","[P1Y]","[]","[]","14"
"2018","[]","Count_MortalityEvent_Suicide_Male_Asian","[P1Y]","[]","[]","31"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfCorpusUteriAndUterusPartUnspecified_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","91"
"2018","[]","Count_MortalityEvent_MajorCardiovascularDiseases_Male_Asian","[P1Y]","[]","[]","212"
"2018","[]","Count_MortalityEvent_HeartFailure_Male_White","[P1Y]","[]","[]","1157"
"2020","[]","Count_MortalityEvent_OtherDiseasesOfRespiratorySystem_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","3"
"2020","[]","Count_MortalityEvent_COVID19_Male_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","63"
"2018","[]","Count_MortalityEvent_AccidentalPoisoningAndExposureToNoxiousSubstances_Female_TwoOrMoreRaces","[P1Y]","[]","[]","10"
"2018","[]","Count_MortalityEvent_ChronicLowerRespiratoryDiseases_Male_Asian","[P1Y]","[]","[]","33"
"2018","[]","Count_MortalityEvent_Non-HodgkinsLymphoma_Male_White","[P1Y]","[]","[]","383"
"2018","[]","Count_MortalityEvent_OtherDiseasesOfArteriesArteriolesAndCapillaries_Female_Asian","[P1Y]","[]","[]","2"
"2018","[]","Count_MortalityEvent_MalignantNeoplasms_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","12"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfLymphoidHematopoieticAndRelatedTissue_Female_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_OtherChronicLowerRespiratoryDiseases_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","163"
"2018","[]","Count_MortalityEvent_Pneumonia_Male_White","[P1Y]","[]","[]","686"
"2021","[]","Count_MortalityEvent_NephritisNephroticSyndromeAndNephrosis_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfLymphoidHematopoieticAndRelatedTissue_Male_Asian","[P1Y]","[]","[]","28"
"2018","[]","Count_MortalityEvent_AllOtherFormsOfHeartDisease_Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_OtherAndUnspecifiedNontransportAccidentsAndTheirSequelae_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","54"
"2022","[]","Count_MortalityEvent_IntentionalSelf-Harm_Suicide_ByOtherAndUnspecifiedMeansAndTheirSequelae_Female_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_Leukemia_Male_White","[P1Y]","[]","[]","436"
"2018","[]","Count_MortalityEvent_ChronicLowerRespiratoryDiseases_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","5"
"2018","[]","Count_MortalityEvent_Falls_Male_Asian","[P1Y]","[]","[]","22"
"2020","[]","Count_MortalityEvent_COVID19_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","17"
"2018","[]","Count_MortalityEvent_IschemicHeartDiseases_Female_TwoOrMoreRaces","[P1Y]","[]","[]","16"
"2018","[]","Count_MortalityEvent_CertainConditionsOriginatingInThePerinatalPeriod_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","68"
"2018","[]","Count_MortalityEvent_Leukemia_Male_Asian","[P1Y]","[]","[]","12"
"2018","[]","Count_MortalityEvent_ChronicLowerRespiratoryDiseases_Male_White","[P1Y]","[]","[]","1933"
"2019","[]","Count_MortalityEvent_AllOtherFormsOfHeartDisease_Female_AmericanIndianOrAlaskaNative","[P1Y]","[]","[]","4"
"2018","[]","Count_MortalityEvent_MalignantNeoplasms_Female_Asian","[P1Y]","[]","[]","188"
"2018","[]","Count_MortalityEvent_IntentionalSelf-Harm_Suicide_ByOtherAndUnspecifiedMeansAndTheirSequelae_Female_White","[P1Y]","[]","[]","207"
"2018","[]","Count_MortalityEvent_TransportAccidents_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","72"
"2018","[]","Count_MortalityEvent_AllOtherAndUnspecifiedMalignantNeoplasms_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","147"
"2018","[]","Count_MortalityEvent_Malnutrition_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","18"
"2018","[]","Count_MortalityEvent_Assault_Homicide_ByDischargeOfFirearms_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","45"
"2018","[]","Count_MortalityEvent_SymptomsSignsAndAbnormalClinicalAndLaboratoryFindingsNotElsewhereClassified_Female_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_Essential_Primary_HypertensionAndHypertensiveRenalDisease_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","133"
"2018","[]","Count_MortalityEvent_CerebrovascularDiseases_Female_TwoOrMoreRaces","[P1Y]","[]","[]","12"
"2018","[]","Count_MortalityEvent_Essential_Primary_HypertensionAndHypertensiveRenalDisease_Male_TwoOrMoreRaces","[P1Y]","[]","[]","2"
"2018","[]","Count_MortalityEvent_MajorCardiovascularDiseases_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","961"
"2018","[]","Count_MortalityEvent_AorticAneurysmAndDissection_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","19"
"2018","[]","Count_MortalityEvent_OtherFormsOfChronicIschemicHeartDisease_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","299"
"2018","[]","Count_MortalityEvent_Malnutrition_Female_White","[P1Y]","[]","[]","431"
"2018","[]","Count_MortalityEvent_HypertensiveHeartDisease_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","156"
"2021","[]","Count_MortalityEvent_HumanImmunodeficiencyVirus_Hiv_Disease_Male_Asian","[P1Y]","[]","[]","1"
"2020","[]","Count_MortalityEvent_COVID19_Male_White","[P1Y]","[]","[]","2419"
"2018","[]","Count_MortalityEvent_InSituNeoplasmsBenignNeoplasmsAndNeoplasmsOfUncertainOrUnknownBehavior_Female_White","[P1Y]","[]","[]","239"
"2018","[]","Count_MortalityEvent_NutritionalDeficiencies_Male_White","[P1Y]","[]","[]","251"
"2018","[]","Count_MortalityEvent_Pneumonia_Male_Asian","[P1Y]","[]","[]","26"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfTracheaBronchusAndLung_Female_Asian","[P1Y]","[]","[]","42"
"2023","[]","Count_MortalityEvent_ChronicLowerRespiratoryDiseases_Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_HumanImmunodeficiencyVirus_Hiv_Disease_Male_White","[P1Y]","[]","[]","51"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmsOfColonRectumAndAnus_Male_Asian","[P1Y]","[]","[]","34"
"2018","[]","Count_MortalityEvent_SymptomsSignsAndAbnormalClinicalAndLaboratoryFindingsNotElsewhereClassified_Male_White","[P1Y]","[]","[]","497"
"2018","[]","Count_MortalityEvent_InfluenzaAndPneumonia_Female_White","[P1Y]","[]","[]","773"
"2018","[]","Count_MortalityEvent_Suicide_Male_White","[P1Y]","[]","[]","1123"
"2018","[]","Count_MortalityEvent_IntentionalSelf-Harm_Suicide_ByOtherAndUnspecifiedMeansAndTheirSequelae_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","40"
"2018","[]","Count_MortalityEvent_MalignantNeoplasms_Female_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","15"
"2019","[]","Count_MortalityEvent_OtherNutritionalDeficiencies_Female_White","[P1Y]","[]","[]","2"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfBladder_Male_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","24"
"2018","[]","Count_MortalityEvent_RenalFailure_Male_TwoOrMoreRaces","[P1Y]","[]","[]","1"
"2018","[]","Count_MortalityEvent_Non-HodgkinsLymphoma_Male_Asian","[P1Y]","[]","[]","12"
"2018","[]","Count_MortalityEvent_AllOtherFormsOfHeartDisease_Female_Asian","[P1Y]","[]","[]","39"
"2018","[]","Count_MortalityEvent_MalignantNeoplasmOfBreast_Female_Asian","[P1Y]","[]","[]","38"
"2018","[]","Count_MortalityEvent_OtherDiseasesOfCirculatorySystem_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","40"
"2019","[]","Count_MortalityEvent_MalignantNeoplasmsOfLiverAndIntrahepaticBileDucts_Male_NativeHawaiianOrOtherPacificIslanderAlone","[P1Y]","[]","[]","1"
"2019","[]","Count_MortalityEvent_Emphysema_Male_Asian","[P1Y]","[]","[]","3"
"2018","[]","Count_MortalityEvent_OtherChronicLowerRespiratoryDiseases_Female_TwoOrMoreRaces","[P1Y]","[]","[]","5"
"2018","[]","Count_MortalityEvent_DiseasesOfHeart_Female_BlackOrAfricanAmericanAlone","[P1Y]","[]","[]","776"
"2018","[]","Count_MortalityEvent_ComplicationsOfMedicalAndSurgicalCare_Male_White","[P1Y]","[]","[]","45"
