"ScalingFactors","Units","NumPlaces","observationPeriods","MinDate","MeasurementMethods","StatVar"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_ArtsEntertainmentRecreation_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_FinancialAndInsuranceActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_TransportStorageSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_ElectricityGasSteamAndAirConditioner_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_AdministrativeAndSupportServices_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_HumanHealthAndSocialWork_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_ElectricityGasSteamAndAirConditioner_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_ExtraterritorialOrganizationsAndBodies_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_WholesaleRetailTradeAndRepair_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_FinancialAndInsuranceActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_OtherServiceSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_ConstructionSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_WaterSupplySewerageWasteManagement_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_TransportStorageSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_ExtraterritorialOrganizationsAndBodies_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_MiningQuarrying_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_ProfessionalScientificTechnicalActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_ProcessingIndustry_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_AdministrativeAndSupportServices_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_EducationSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_HouseholdActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_TransportStorageSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_RealEstate_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_AccommodationFoodSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_AdministrativeAndSupportServices_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_EducationSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_PublicAdministrationAndDefence_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_RealEstate_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_OtherServiceSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_RealEstate_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_FinancialAndInsuranceActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_HumanHealthAndSocialWork_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_WaterSupplySewerageWasteManagement_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_WholesaleRetailTradeAndRepair_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_AdministrativeAndSupportServices_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_AccommodationFoodSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_WaterSupplySewerageWasteManagement_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_ProfessionalScientificTechnicalActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_RealEstate_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_HumanHealthAndSocialWork_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_MiningQuarrying_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_ExtraterritorialOrganizationsAndBodies_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_EducationSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_PublicAdministrationAndDefence_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_HouseholdActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_AgricultureForestFishingSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_HouseholdActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_FinancialAndInsuranceActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_WaterSupplySewerageWasteManagement_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_InformationAndCommunication_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_AgricultureForestFishingSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_EducationSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_ArtsEntertainmentRecreation_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_TransportStorageSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_ExtraterritorialOrganizationsAndBodies_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_ExtraterritorialOrganizationsAndBodies_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_AgricultureForestFishingSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_ExtraterritorialOrganizationsAndBodies_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_ArtsEntertainmentRecreation_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_ProcessingIndustry_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_HumanHealthAndSocialWork_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_AccommodationFoodSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_MiningQuarrying_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_ConstructionSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_AgricultureForestFishingSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_AccommodationFoodSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_ArtsEntertainmentRecreation_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_ProfessionalScientificTechnicalActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_WholesaleRetailTradeAndRepair_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_WaterSupplySewerageWasteManagement_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_OtherServiceSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_ExtraterritorialOrganizationsAndBodies_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_HouseholdActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_ArtsEntertainmentRecreation_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_AgricultureForestFishingSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_WholesaleRetailTradeAndRepair_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_FinancialAndInsuranceActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_ElectricityGasSteamAndAirConditioner_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_ProfessionalScientificTechnicalActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_MiningQuarrying_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_ConstructionSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_FinancialAndInsuranceActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_HumanHealthAndSocialWork_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_FinancialAndInsuranceActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_WaterSupplySewerageWasteManagement_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_HouseholdActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_AgricultureForestFishingSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_OtherServiceSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_InformationAndCommunication_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_PublicAdministrationAndDefence_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_WaterSupplySewerageWasteManagement_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_ArtsEntertainmentRecreation_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_PublicAdministrationAndDefence_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_WholesaleRetailTradeAndRepair_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_OtherServiceSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_EducationSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_HumanHealthAndSocialWork_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_WaterSupplySewerageWasteManagement_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_PublicAdministrationAndDefence_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_ProcessingIndustry_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_AdministrativeAndSupportServices_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_FinancialAndInsuranceActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_FinancialAndInsuranceActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_EducationSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_OtherServiceSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_AccommodationFoodSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_WaterSupplySewerageWasteManagement_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_EducationSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_WholesaleRetailTradeAndRepair_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_ConstructionSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_PublicAdministrationAndDefence_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_FinancialAndInsuranceActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_InformationAndCommunication_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_AgricultureForestFishingSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_EducationSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_HouseholdActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_EducationSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_ConstructionSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_OtherServiceSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_AdministrativeAndSupportServices_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_AccommodationFoodSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_MiningQuarrying_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_InformationAndCommunication_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_PublicAdministrationAndDefence_Employed_Female"
"[]","[]","23","[]","1985","[]","Count_Person_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_HouseholdActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_TransportStorageSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_OtherServiceSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_TransportStorageSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_FinancialAndInsuranceActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_ArtsEntertainmentRecreation_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_WaterSupplySewerageWasteManagement_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_ArtsEntertainmentRecreation_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_AgricultureForestFishingSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_PublicAdministrationAndDefence_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_EducationSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_WaterSupplySewerageWasteManagement_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_AdministrativeAndSupportServices_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_ProcessingIndustry_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_ProfessionalScientificTechnicalActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_RealEstate_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_OtherServiceSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_PublicAdministrationAndDefence_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_ConstructionSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_InformationAndCommunication_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_WaterSupplySewerageWasteManagement_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_WaterSupplySewerageWasteManagement_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_ExtraterritorialOrganizationsAndBodies_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_RealEstate_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_InformationAndCommunication_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_WholesaleRetailTradeAndRepair_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_MiningQuarrying_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_RealEstate_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_FinancialAndInsuranceActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_EducationSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_FinancialAndInsuranceActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_OtherServiceSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_AdministrativeAndSupportServices_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_InformationAndCommunication_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_HumanHealthAndSocialWork_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_FinancialAndInsuranceActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_AdministrativeAndSupportServices_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_FinancialAndInsuranceActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_AccommodationFoodSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_MiningQuarrying_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_WholesaleRetailTradeAndRepair_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_ConstructionSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_FinancialAndInsuranceActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_OtherServiceSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_ConstructionSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_OtherServiceSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_HumanHealthAndSocialWork_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_PublicAdministrationAndDefence_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_WholesaleRetailTradeAndRepair_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_ElectricityGasSteamAndAirConditioner_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_AdministrativeAndSupportServices_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_InformationAndCommunication_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_RealEstate_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_OtherServiceSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_AgricultureForestFishingSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_WholesaleRetailTradeAndRepair_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_ProcessingIndustry_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_ExtraterritorialOrganizationsAndBodies_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_ElectricityGasSteamAndAirConditioner_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_ProfessionalScientificTechnicalActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_AccommodationFoodSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_TransportStorageSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_TransportStorageSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_ExtraterritorialOrganizationsAndBodies_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_MiningQuarrying_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_ProcessingIndustry_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_FinancialAndInsuranceActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_OtherServiceSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_HouseholdActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_ElectricityGasSteamAndAirConditioner_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_WholesaleRetailTradeAndRepair_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_ProcessingIndustry_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_ProcessingIndustry_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_ProfessionalScientificTechnicalActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_InformationAndCommunication_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_ArtsEntertainmentRecreation_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_OtherServiceSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_FinancialAndInsuranceActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_InformationAndCommunication_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_HouseholdActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_OtherServiceSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_WholesaleRetailTradeAndRepair_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_ExtraterritorialOrganizationsAndBodies_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_OtherServiceSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_ProcessingIndustry_Employed_Female"
"[]","[]","23","[]","1985","[]","Count_Person_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_ConstructionSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_FinancialAndInsuranceActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_AccommodationFoodSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_EducationSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_EducationSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_TransportStorageSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_MiningQuarrying_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_InformationAndCommunication_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_TransportStorageSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_PublicAdministrationAndDefence_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_ExtraterritorialOrganizationsAndBodies_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_OtherServiceSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_ProcessingIndustry_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_HumanHealthAndSocialWork_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_FinancialAndInsuranceActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_ProcessingIndustry_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_TransportStorageSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_OtherServiceSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_TransportStorageSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_WholesaleRetailTradeAndRepair_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_WholesaleRetailTradeAndRepair_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_ProcessingIndustry_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_TransportStorageSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_TransportStorageSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_40To44Years_EducationSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_EducationSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_ExtraterritorialOrganizationsAndBodies_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_HouseholdActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_ProfessionalScientificTechnicalActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_EducationSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_ProfessionalScientificTechnicalActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_HouseholdActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_20To24Years_AgricultureForestFishingSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_InformationAndCommunication_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_60To64Years_HouseholdActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_InformationAndCommunication_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_ExtraterritorialOrganizationsAndBodies_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_ConstructionSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_50To54Years_ProcessingIndustry_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_WaterSupplySewerageWasteManagement_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_MiningQuarrying_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_RealEstate_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_RealEstate_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_MiningQuarrying_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_HouseholdActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_45To49Years_AccommodationFoodSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_ProcessingIndustry_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_25To29Years_OtherServiceSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_65To69Years_AccommodationFoodSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_PublicAdministrationAndDefence_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_AdministrativeAndSupportServices_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_InformationAndCommunication_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_35To39Years_WholesaleRetailTradeAndRepair_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_ConstructionSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_ProfessionalScientificTechnicalActivities_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_15To19Years_AccommodationFoodSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_EducationSector_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_30To34Years_ProfessionalScientificTechnicalActivities_Employed_Female"
"[]","[]","23","[]","2009","[]","Count_Person_70OrMoreYears_AgricultureForestFishingSector_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_ElectricityGasSteamAndAirConditioner_Employed_Male"
"[]","[]","23","[]","2009","[]","Count_Person_55To59Years_AdministrativeAndSupportServices_Employed_Male"
