"NumPlaces","ScalingFactors","Units","StatVar","observationPeriods","MeasurementMethods","MinDate"
"43","[]","[Percent]","Amount_Debt_SDR_LenderAsianDevBank_AsAFractionOf_Amount_Debt_LenderAsianDevBank","[P1Y]","[]","1970"
"84","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryCHE_AsAFractionOf_Amount_Debt_LenderCountryCHE","[P1Y]","[]","1970"
"22","[]","[Percent]","Amount_Debt_GBP_LenderCountryPRT_AsAFractionOf_Amount_Debt_LenderCountryPRT","[P1Y]","[]","1970"
"17","[]","[Percent]","Amount_Debt_SDR_LenderCountryEGY_AsAFractionOf_Amount_Debt_LenderCountryEGY","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryTGO_AsAFractionOf_Amount_Debt_LenderCountryTGO","[P1Y]","[]","1970"
"17","[]","[Percent]","Amount_Debt_EUR_LenderWestAfricanDevelopmentBank_AsAFractionOf_Amount_Debt_LenderWestAfricanDevelopmentBank","[P1Y]","[]","2001"
"51","[]","[Percent]","Amount_Debt_USD_LenderArabBankforEconomicDevinAfrica_AsAFractionOf_Amount_Debt_LenderArabBankforEconomicDevinAfrica","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_CHF_LenderBankforInternationalSettlements_AsAFractionOf_Amount_Debt_LenderBankforInternationalSettlements","[P1Y]","[]","1970"
"115","[]","[Percent]","Amount_Debt_CHF_LenderMultipleLenders_AsAFractionOf_Amount_Debt_LenderMultipleLenders","[P1Y]","[]","1970"
"34","[]","[Percent]","Amount_Debt_GBP_LenderCountryBGR_AsAFractionOf_Amount_Debt_LenderCountryBGR","[P1Y]","[]","1970"
"105","[]","[Percent]","Amount_Debt_DEM_LenderCountryCHN_AsAFractionOf_Amount_Debt_LenderCountryCHN","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_GBP_LenderCountryTCD_AsAFractionOf_Amount_Debt_LenderCountryTCD","[P1Y]","[]","1970"
"24","[]","[Percent]","Amount_Debt_SDR_LenderCountryHKG_AsAFractionOf_Amount_Debt_LenderCountryHKG","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_DEM_LenderCountryZMB_AsAFractionOf_Amount_Debt_LenderCountryZMB","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_CHF_LenderCountryURY_AsAFractionOf_Amount_Debt_LenderCountryURY","[P1Y]","[]","1970"
"24","[]","[Percent]","Amount_Debt_SDR_LenderEconomicCommunityofWestAfricanStates_AsAFractionOf_Amount_Debt_LenderEconomicCommunityofWestAfricanStates","[P1Y]","[]","1970"
"8","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryLBN_AsAFractionOf_Amount_Debt_LenderCountryLBN","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_EUR_LenderCountryRWA_AsAFractionOf_Amount_Debt_LenderCountryRWA","[P1Y]","[]","2001"
"14","[]","[Percent]","Amount_Debt_FRF_LenderCountryMAR_AsAFractionOf_Amount_Debt_LenderCountryMAR","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_USD_LenderCountrySEN_AsAFractionOf_Amount_Debt_LenderCountrySEN","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_JPY_LenderUNRegularProgrammeofTechnicalCoop_AsAFractionOf_Amount_Debt_LenderUNRegularProgrammeofTechnicalCoop","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryECU_AsAFractionOf_Amount_Debt_LenderCountryECU","[P1Y]","[]","1970"
"37","[]","[Percent]","Amount_Debt_EUR_LenderAsianDevBank_AsAFractionOf_Amount_Debt_LenderAsianDevBank","[P1Y]","[]","2001"
"3","[]","[Percent]","Amount_Debt_SDR_LenderCountryGNQ_AsAFractionOf_Amount_Debt_LenderCountryGNQ","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_EUR_LenderCountryGHA_AsAFractionOf_Amount_Debt_LenderCountryGHA","[P1Y]","[]","2001"
"56","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderEuropeanEconomicCommunity_AsAFractionOf_Amount_Debt_LenderEuropeanEconomicCommunity","[P1Y]","[]","1970"
"23","[]","[Percent]","Amount_Debt_USD_LenderCountryMEX_AsAFractionOf_Amount_Debt_LenderCountryMEX","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_FRF_LenderCountryBFA_AsAFractionOf_Amount_Debt_LenderCountryBFA","[P1Y]","[]","1970"
"124","[]","[Percent]","Amount_Debt_GBP_LenderCountryDEU_AsAFractionOf_Amount_Debt_LenderCountryDEU","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderLatinAmericanAgribusinessDevCorp_AsAFractionOf_Amount_Debt_LenderLatinAmericanAgribusinessDevCorp","[P1Y]","[]","1970"
"15","[]","[Percent]","Amount_Debt_USD_LenderCountryCIV_AsAFractionOf_Amount_Debt_LenderCountryCIV","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_EUR_LenderCountryLKA_AsAFractionOf_Amount_Debt_LenderCountryLKA","[P1Y]","[]","2001"
"10","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryCUB_AsAFractionOf_Amount_Debt_LenderCountryCUB","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_SDR_LenderCountryMCO_AsAFractionOf_Amount_Debt_LenderCountryMCO","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_GBP_LenderCountryRWA_AsAFractionOf_Amount_Debt_LenderCountryRWA","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_EUR_LenderCountryBDI_AsAFractionOf_Amount_Debt_LenderCountryBDI","[P1Y]","[]","2001"
"20","[]","[Percent]","Amount_Debt_DEM_LenderCountryEGY_AsAFractionOf_Amount_Debt_LenderCountryEGY","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryMKD_AsAFractionOf_Amount_Debt_LenderCountryMKD","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_FRF_LenderCountryVNM_AsAFractionOf_Amount_Debt_LenderCountryVNM","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_JPY_LenderCountryECU_AsAFractionOf_Amount_Debt_LenderCountryECU","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_FRF_LenderCountryZWE_AsAFractionOf_Amount_Debt_LenderCountryZWE","[P1Y]","[]","1970"
"6","[]","[Percent]","Amount_Debt_CHF_LenderCaribbeanCommunity_AsAFractionOf_Amount_Debt_LenderCaribbeanCommunity","[P1Y]","[]","1970"
"10","[]","[Percent]","Amount_Debt_SDR_LenderEastAfricanCommunity_AsAFractionOf_Amount_Debt_LenderEastAfricanCommunity","[P1Y]","[]","1970"
"47","[]","[Percent]","Amount_Debt_FRF_LenderCountryPOL_AsAFractionOf_Amount_Debt_LenderCountryPOL","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_EUR_LenderUNRegularProgrammeofTechnicalCoop_AsAFractionOf_Amount_Debt_LenderUNRegularProgrammeofTechnicalCoop","[P1Y]","[]","2001"
"38","[]","[Percent]","Amount_Debt_USD_LenderCountryTUR_AsAFractionOf_Amount_Debt_LenderCountryTUR","[P1Y]","[]","1970"
"71","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryARE_AsAFractionOf_Amount_Debt_LenderCountryARE","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_SDR_LenderCountryCRI_AsAFractionOf_Amount_Debt_LenderCountryCRI","[P1Y]","[]","1970"
"6","[]","[Percent]","Amount_Debt_DEM_LenderCountryBRB_AsAFractionOf_Amount_Debt_LenderCountryBRB","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderIslamicSolidarityFundforDev_AsAFractionOf_Amount_Debt_LenderIslamicSolidarityFundforDev","[P1Y]","[]","1992"
"9","[]","[Percent]","Amount_Debt_GBP_LenderCountryAGO_AsAFractionOf_Amount_Debt_LenderCountryAGO","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_JPY_LenderIslamicSolidarityFundforDev_AsAFractionOf_Amount_Debt_LenderIslamicSolidarityFundforDev","[P1Y]","[]","1992"
"54","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountrySUN_AsAFractionOf_Amount_Debt_LenderCountrySUN","[P1Y]","[]","1970"
"19","[]","[Percent]","Amount_Debt_CHF_LenderCountryMEX_AsAFractionOf_Amount_Debt_LenderCountryMEX","[P1Y]","[]","1970"
"8","[]","[Percent]","Amount_Debt_EUR_LenderCountryMLT_AsAFractionOf_Amount_Debt_LenderCountryMLT","[P1Y]","[]","2001"
"3","[]","[Percent]","Amount_Debt_DEM_LenderCountryUZB_AsAFractionOf_Amount_Debt_LenderCountryUZB","[P1Y]","[]","1992"
"92","[]","[Percent]","Amount_Debt_EUR_LenderCountryCAN_AsAFractionOf_Amount_Debt_LenderCountryCAN","[P1Y]","[]","2001"
"33","[]","[Percent]","Amount_Debt_FRF_LenderCountryDZA_AsAFractionOf_Amount_Debt_LenderCountryDZA","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_JPY_LenderCountryHND_AsAFractionOf_Amount_Debt_LenderCountryHND","[P1Y]","[]","1970"
"85","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryNLD_AsAFractionOf_Amount_Debt_LenderCountryNLD","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_SDR_LenderInternationalCoffeeOrganization_AsAFractionOf_Amount_Debt_LenderInternationalCoffeeOrganization","[P1Y]","[]","1970"
"7","[]","[Percent]","Amount_Debt_EUR_LenderCountryAZE_AsAFractionOf_Amount_Debt_LenderCountryAZE","[P1Y]","[]","2001"
"2","[]","[Percent]","Amount_Debt_EUR_LenderCountryBRN_AsAFractionOf_Amount_Debt_LenderCountryBRN","[P1Y]","[]","2001"
"5","[]","[Percent]","Amount_Debt_DEM_LenderCountryCOG_AsAFractionOf_Amount_Debt_LenderCountryCOG","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryNER_AsAFractionOf_Amount_Debt_LenderCountryNER","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_USD_LenderUNPopulationFund_AsAFractionOf_Amount_Debt_LenderUNPopulationFund","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_CHF_LenderNewDevelopmentBank_AsAFractionOf_Amount_Debt_LenderNewDevelopmentBank","[P1Y]","[]","1970"
"115","[]","[Percent]","Amount_Debt_USD_LenderMultipleLenders_AsAFractionOf_Amount_Debt_LenderMultipleLenders","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderUNHighCommissionerforRefugees_AsAFractionOf_Amount_Debt_LenderUNHighCommissionerforRefugees","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_FRF_LenderCountryAZE_AsAFractionOf_Amount_Debt_LenderCountryAZE","[P1Y]","[]","1970"
"7","[]","[Percent]","Amount_Debt_USD_LenderIslamicSolidarityFundforDev_AsAFractionOf_Amount_Debt_LenderIslamicSolidarityFundforDev","[P1Y]","[]","1992"
"52","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryCZE_AsAFractionOf_Amount_Debt_LenderCountryCZE","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountrySWZ_AsAFractionOf_Amount_Debt_LenderCountrySWZ","[P1Y]","[]","1970"
"40","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryBGR_AsAFractionOf_Amount_Debt_LenderCountryBGR","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_DEM_LenderArabFundforTechAssisttoAfricanCountries_AsAFractionOf_Amount_Debt_LenderArabFundforTechAssisttoAfricanCountries","[P1Y]","[]","1970"
"9","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderPlataBasinFinancialDevFund_AsAFractionOf_Amount_Debt_LenderPlataBasinFinancialDevFund","[P1Y]","[]","1970"
"16","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderEconomicCommunityofWestAfricanStates_AsAFractionOf_Amount_Debt_LenderEconomicCommunityofWestAfricanStates","[P1Y]","[]","1970"
"20","[]","[Percent]","Amount_Debt_SDR_LenderCountryBHR_AsAFractionOf_Amount_Debt_LenderCountryBHR","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_GBP_LenderCountryJAM_AsAFractionOf_Amount_Debt_LenderCountryJAM","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderInternationalBankforEconomicCooperation_AsAFractionOf_Amount_Debt_LenderInternationalBankforEconomicCooperation","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_JPY_LenderCountryBOL_AsAFractionOf_Amount_Debt_LenderCountryBOL","[P1Y]","[]","1970"
"121","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderEuropeanInvestmentBank_AsAFractionOf_Amount_Debt_LenderEuropeanInvestmentBank","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_DEM_LenderECOTradeandDevBank_AsAFractionOf_Amount_Debt_LenderECOTradeandDevBank","[P1Y]","[]","1970"
"96","[]","[Percent]","Amount_Debt_SDR_LenderCountryKWT_AsAFractionOf_Amount_Debt_LenderCountryKWT","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_SDR_LenderEuropeanReliefFund_AsAFractionOf_Amount_Debt_LenderEuropeanReliefFund","[P1Y]","[]","1970"
"92","[]","[Percent]","Amount_Debt_FRF_LenderCountryCHE_AsAFractionOf_Amount_Debt_LenderCountryCHE","[P1Y]","[]","1970"
"32","[]","[Percent]","Amount_Debt_GBP_LenderCountryBHS_AsAFractionOf_Amount_Debt_LenderCountryBHS","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_EUR_LenderCountryGMB_AsAFractionOf_Amount_Debt_LenderCountryGMB","[P1Y]","[]","2001"
"12","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryGRC_AsAFractionOf_Amount_Debt_LenderCountryGRC","[P1Y]","[]","1970"
"24","[]","[Percent]","Amount_Debt_EUR_LenderInterAmericanDevBank_AsAFractionOf_Amount_Debt_LenderInterAmericanDevBank","[P1Y]","[]","2001"
"1","[]","[Percent]","Amount_Debt_USD_LenderCountryNAM_AsAFractionOf_Amount_Debt_LenderCountryNAM","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_EUR_LenderCountryGAB_AsAFractionOf_Amount_Debt_LenderCountryGAB","[P1Y]","[]","2001"
"42","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderGermanDemRep_AsAFractionOf_Amount_Debt_LenderGermanDemRep","[P1Y]","[]","1970"
"30","[]","[Percent]","Amount_Debt_JPY_LenderCountryIRQ_AsAFractionOf_Amount_Debt_LenderCountryIRQ","[P1Y]","[]","1970"
"52","[]","[Percent]","Amount_Debt_DEM_LenderCountrySRB_AsAFractionOf_Amount_Debt_LenderCountrySRB","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryRWA_AsAFractionOf_Amount_Debt_LenderCountryRWA","[P1Y]","[]","1970"
"25","[]","[Percent]","Amount_Debt_EUR_LenderCountryBHS_AsAFractionOf_Amount_Debt_LenderCountryBHS","[P1Y]","[]","2001"
"14","[]","[Percent]","Amount_Debt_DEM_LenderCaribbeanDevBank_AsAFractionOf_Amount_Debt_LenderCaribbeanDevBank","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_JPY_LenderCountryCOD_AsAFractionOf_Amount_Debt_LenderCountryCOD","[P1Y]","[]","1970"
"32","[]","[Percent]","Amount_Debt_USD_LenderArabFundforEconomicSocialDevelopment_AsAFractionOf_Amount_Debt_LenderArabFundforEconomicSocialDevelopment","[P1Y]","[]","1970"
"87","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryESP_AsAFractionOf_Amount_Debt_LenderCountryESP","[P1Y]","[]","1970"
"121","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderInternationalFundforAgriculturalDev_AsAFractionOf_Amount_Debt_LenderInternationalFundforAgriculturalDev","[P1Y]","[]","1970"
"58","[]","[Percent]","Amount_Debt_JPY_LenderCountrySUN_AsAFractionOf_Amount_Debt_LenderCountrySUN","[P1Y]","[]","1970"
"12","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryGRC_AsAFractionOf_Amount_Debt_LenderCountryGRC","[P1Y]","[]","1970"
"45","[]","[Percent]","Amount_Debt_SDR_LenderCountrySRB_AsAFractionOf_Amount_Debt_LenderCountrySRB","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_EUR_LenderLatinAmericanAgribusinessDevCorp_AsAFractionOf_Amount_Debt_LenderLatinAmericanAgribusinessDevCorp","[P1Y]","[]","2001"
"23","[]","[Percent]","Amount_Debt_FRF_LenderEconomicCommunityofWestAfricanStates_AsAFractionOf_Amount_Debt_LenderEconomicCommunityofWestAfricanStates","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_JPY_LenderUNWorldFoodProgramme_AsAFractionOf_Amount_Debt_LenderUNWorldFoodProgramme","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_SDR_LenderInternationalInvestmentBank_AsAFractionOf_Amount_Debt_LenderInternationalInvestmentBank","[P1Y]","[]","1992"
"111","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryDEU_AsAFractionOf_Amount_Debt_LenderCountryDEU","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_CHF_LenderCountryHTI_AsAFractionOf_Amount_Debt_LenderCountryHTI","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_GBP_LenderCountryGMB_AsAFractionOf_Amount_Debt_LenderCountryGMB","[P1Y]","[]","1970"
"10","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryCUB_AsAFractionOf_Amount_Debt_LenderCountryCUB","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryNER_AsAFractionOf_Amount_Debt_LenderCountryNER","[P1Y]","[]","1970"
"84","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryCHE_AsAFractionOf_Amount_Debt_LenderCountryCHE","[P1Y]","[]","1970"
"25","[]","[Percent]","Amount_Debt_DEM_LenderEuropeanBankforReconstructionandDev_AsAFractionOf_Amount_Debt_LenderEuropeanBankforReconstructionandDev","[P1Y]","[]","1970"
"16","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCorporacionAndinadeFomento_AsAFractionOf_Amount_Debt_LenderCorporacionAndinadeFomento","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_GBP_LenderCountryJOR_AsAFractionOf_Amount_Debt_LenderCountryJOR","[P1Y]","[]","1981"
"39","[]","[Percent]","Amount_Debt_EUR_LenderCountryZAF_AsAFractionOf_Amount_Debt_LenderCountryZAF","[P1Y]","[]","2001"
"75","[]","[Percent]","Amount_Debt_CHF_LenderCountryARE_AsAFractionOf_Amount_Debt_LenderCountryARE","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_EUR_LenderCountryISL_AsAFractionOf_Amount_Debt_LenderCountryISL","[P1Y]","[]","2001"
"2","[]","[Percent]","Amount_Debt_EUR_LenderLatinAmerConfofSavingCreditCoop_AsAFractionOf_Amount_Debt_LenderLatinAmerConfofSavingCreditCoop","[P1Y]","[]","2001"
"5","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderPlataBasinFinancialDevFund_AsAFractionOf_Amount_Debt_LenderPlataBasinFinancialDevFund","[P1Y]","[]","1970"
"15","[]","[Percent]","Amount_Debt_USD_LenderCountryPER_AsAFractionOf_Amount_Debt_LenderCountryPER","[P1Y]","[]","1970"
"12","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderEuropeanUnion_AsAFractionOf_Amount_Debt_LenderEuropeanUnion","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_DEM_LenderCountryGUY_AsAFractionOf_Amount_Debt_LenderCountryGUY","[P1Y]","[]","1970"
"43","[]","[Percent]","Amount_Debt_JPY_LenderCountryBRA_AsAFractionOf_Amount_Debt_LenderCountryBRA","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_CHF_LenderCountrySWZ_AsAFractionOf_Amount_Debt_LenderCountrySWZ","[P1Y]","[]","1970"
"8","[]","[Percent]","Amount_Debt_JPY_LenderCountryLBN_AsAFractionOf_Amount_Debt_LenderCountryLBN","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_DEM_LenderLatinAmerConfofSavingCreditCoop_AsAFractionOf_Amount_Debt_LenderLatinAmerConfofSavingCreditCoop","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_GBP_LenderCountryISL_AsAFractionOf_Amount_Debt_LenderCountryISL","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_DEM_LenderCountrySVN_AsAFractionOf_Amount_Debt_LenderCountrySVN","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_CHF_LenderCountryGNQ_AsAFractionOf_Amount_Debt_LenderCountryGNQ","[P1Y]","[]","1970"
"9","[]","[Percent]","Amount_Debt_JPY_LenderWestAfricanDevelopmentBank_AsAFractionOf_Amount_Debt_LenderWestAfricanDevelopmentBank","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryBIH_AsAFractionOf_Amount_Debt_LenderCountryBIH","[P1Y]","[]","1991"
"1","[]","[Percent]","Amount_Debt_CHF_LenderUNRegularProgrammeofTechnicalCoop_AsAFractionOf_Amount_Debt_LenderUNRegularProgrammeofTechnicalCoop","[P1Y]","[]","1970"
"104","[]","[Percent]","Amount_Debt_CHF_LenderBondholders_AsAFractionOf_Amount_Debt_LenderBondholders","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_GBP_LenderEUROFIMA_AsAFractionOf_Amount_Debt_LenderEUROFIMA","[P1Y]","[]","1970"
"47","[]","[Percent]","Amount_Debt_FRF_LenderCountryBRA_AsAFractionOf_Amount_Debt_LenderCountryBRA","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_EUR_LenderCountryARM_AsAFractionOf_Amount_Debt_LenderCountryARM","[P1Y]","[]","2001"
"6","[]","[Percent]","Amount_Debt_GBP_LenderCountryNGA_AsAFractionOf_Amount_Debt_LenderCountryNGA","[P1Y]","[]","1970"
"82","[]","[Percent]","Amount_Debt_SDR_LenderCountrySAU_AsAFractionOf_Amount_Debt_LenderCountrySAU","[P1Y]","[]","1970"
"15","[]","[Percent]","Amount_Debt_DEM_LenderCorporacionAndinadeFomento_AsAFractionOf_Amount_Debt_LenderCorporacionAndinadeFomento","[P1Y]","[]","1970"
"16","[]","[Percent]","Amount_Debt_GBP_LenderCountrySVK_AsAFractionOf_Amount_Debt_LenderCountrySVK","[P1Y]","[]","1970"
"30","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryBGR_AsAFractionOf_Amount_Debt_LenderCountryBGR","[P1Y]","[]","1970"
"14","[]","[Percent]","Amount_Debt_JPY_LenderCountryCYP_AsAFractionOf_Amount_Debt_LenderCountryCYP","[P1Y]","[]","1970"
"12","[]","[Percent]","Amount_Debt_USD_LenderCountryCOG_AsAFractionOf_Amount_Debt_LenderCountryCOG","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderEuropeanReliefFund_AsAFractionOf_Amount_Debt_LenderEuropeanReliefFund","[P1Y]","[]","1970"
"36","[]","[Percent]","Amount_Debt_GBP_LenderCountryZAF_AsAFractionOf_Amount_Debt_LenderCountryZAF","[P1Y]","[]","1970"
"28","[]","[Percent]","Amount_Debt_USD_LenderInterAmericanDevBank_AsAFractionOf_Amount_Debt_LenderInterAmericanDevBank","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_FRF_LenderWorldTradeOrganization_AsAFractionOf_Amount_Debt_LenderWorldTradeOrganization","[P1Y]","[]","1970"
"64","[]","[Percent]","Amount_Debt_FRF_LenderCountrySUN_AsAFractionOf_Amount_Debt_LenderCountrySUN","[P1Y]","[]","1970"
"56","[]","[Percent]","Amount_Debt_CHF_LenderCountryCZE_AsAFractionOf_Amount_Debt_LenderCountryCZE","[P1Y]","[]","1970"
"8","[]","[Percent]","Amount_Debt_DEM_LenderEUROFIMA_AsAFractionOf_Amount_Debt_LenderEUROFIMA","[P1Y]","[]","1970"
"42","[]","[Percent]","Amount_Debt_JPY_LenderNordicDevelopmentFund_AsAFractionOf_Amount_Debt_LenderNordicDevelopmentFund","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_GBP_LenderCountryCRI_AsAFractionOf_Amount_Debt_LenderCountryCRI","[P1Y]","[]","1970"
"29","[]","[Percent]","Amount_Debt_FRF_LenderCountryPAN_AsAFractionOf_Amount_Debt_LenderCountryPAN","[P1Y]","[]","1970"
"8","[]","[Percent]","Amount_Debt_EUR_LenderCountryTTO_AsAFractionOf_Amount_Debt_LenderCountryTTO","[P1Y]","[]","2001"
"14","[]","[Percent]","Amount_Debt_EUR_LenderCountryCYP_AsAFractionOf_Amount_Debt_LenderCountryCYP","[P1Y]","[]","2001"
"3","[]","[Percent]","Amount_Debt_DEM_LenderCountryCMR_AsAFractionOf_Amount_Debt_LenderCountryCMR","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_CHF_LenderCountryRWA_AsAFractionOf_Amount_Debt_LenderCountryRWA","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_SDR_LenderUNWorldFoodProgramme_AsAFractionOf_Amount_Debt_LenderUNWorldFoodProgramme","[P1Y]","[]","1970"
"16","[]","[Percent]","Amount_Debt_FRF_LenderCountryEGY_AsAFractionOf_Amount_Debt_LenderCountryEGY","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_JPY_LenderCountryTKM_AsAFractionOf_Amount_Debt_LenderCountryTKM","[P1Y]","[]","1992"
"21","[]","[Percent]","Amount_Debt_FRF_LenderEuropeanBankforReconstructionandDev_AsAFractionOf_Amount_Debt_LenderEuropeanBankforReconstructionandDev","[P1Y]","[]","1970"
"115","[]","[Percent]","Amount_Debt_FRF_LenderInternationalMonetaryFund_AsAFractionOf_Amount_Debt_LenderInternationalMonetaryFund","[P1Y]","[]","1970"
"33","[]","[Percent]","Amount_Debt_GBP_LenderCountryLUX_AsAFractionOf_Amount_Debt_LenderCountryLUX","[P1Y]","[]","1970"
"12","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountrySVK_AsAFractionOf_Amount_Debt_LenderCountrySVK","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_EUR_LenderCountryTGO_AsAFractionOf_Amount_Debt_LenderCountryTGO","[P1Y]","[]","2001"
"31","[]","[Percent]","Amount_Debt_DEM_LenderAsianDevBank_AsAFractionOf_Amount_Debt_LenderAsianDevBank","[P1Y]","[]","1970"
"9","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryCOL_AsAFractionOf_Amount_Debt_LenderCountryCOL","[P1Y]","[]","1970"
