"NumPlaces","ScalingFactors","Units","StatVar","observationPeriods","MeasurementMethods","MinDate"
"26","[]","[Percent]","Amount_Debt_GBP_LenderCountryTUR_AsAFractionOf_Amount_Debt_LenderCountryTUR","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryBEN_AsAFractionOf_Amount_Debt_LenderCountryBEN","[P1Y]","[]","1970"
"73","[]","[Percent]","Amount_Debt_JPY_LenderEuropeanDevelopmentFund_AsAFractionOf_Amount_Debt_LenderEuropeanDevelopmentFund","[P1Y]","[]","1970"
"23","[]","[Percent]","Amount_Debt_JPY_LenderCountryIRN_AsAFractionOf_Amount_Debt_LenderCountryIRN","[P1Y]","[]","1970"
"77","[]","[Percent]","Amount_Debt_JPY_LenderCountrySWE_AsAFractionOf_Amount_Debt_LenderCountrySWE","[P1Y]","[]","1970"
"112","[]","[Percent]","Amount_Debt_FRF_LenderInternationalFundforAgriculturalDev_AsAFractionOf_Amount_Debt_LenderInternationalFundforAgriculturalDev","[P1Y]","[]","1970"
"57","[]","[Percent]","Amount_Debt_EUR_LenderAfricanDevBank_AsAFractionOf_Amount_Debt_LenderAfricanDevBank","[P1Y]","[]","2001"
"114","[]","[Percent]","Amount_Debt_GBP_LenderCountryJPN_AsAFractionOf_Amount_Debt_LenderCountryJPN","[P1Y]","[]","1970"
"44","[]","[Percent]","Amount_Debt_USD_LenderCountryIRQ_AsAFractionOf_Amount_Debt_LenderCountryIRQ","[P1Y]","[]","1970"
"27","[]","[Percent]","Amount_Debt_EUR_LenderCountryVEN_AsAFractionOf_Amount_Debt_LenderCountryVEN","[P1Y]","[]","2001"
"1","[]","[Percent]","Amount_Debt_GBP_LenderCountryKNA_AsAFractionOf_Amount_Debt_LenderCountryKNA","[P1Y]","[]","1981"
"1","[]","[Percent]","Amount_Debt_SDR_LenderCountryTCD_AsAFractionOf_Amount_Debt_LenderCountryTCD","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_FRF_LenderCountryGTM_AsAFractionOf_Amount_Debt_LenderCountryGTM","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_SDR_LenderCountryGAB_AsAFractionOf_Amount_Debt_LenderCountryGAB","[P1Y]","[]","1970"
"63","[]","[Percent]","Amount_Debt_USD_LenderIslamicDevBank_AsAFractionOf_Amount_Debt_LenderIslamicDevBank","[P1Y]","[]","1970"
"33","[]","[Percent]","Amount_Debt_DEM_LenderCountryBHS_AsAFractionOf_Amount_Debt_LenderCountryBHS","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryMNE_AsAFractionOf_Amount_Debt_LenderCountryMNE","[P1Y]","[]","1970"
"23","[]","[Percent]","Amount_Debt_JPY_LenderCountryVEN_AsAFractionOf_Amount_Debt_LenderCountryVEN","[P1Y]","[]","1970"
"7","[]","[Percent]","Amount_Debt_FRF_LenderCountryBMU_AsAFractionOf_Amount_Debt_LenderCountryBMU","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_CHF_LenderCountryUKR_AsAFractionOf_Amount_Debt_LenderCountryUKR","[P1Y]","[]","1970"
"11","[]","[Percent]","Amount_Debt_JPY_LenderCountryMUS_AsAFractionOf_Amount_Debt_LenderCountryMUS","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_JPY_LenderCountrySEN_AsAFractionOf_Amount_Debt_LenderCountrySEN","[P1Y]","[]","1970"
"13","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCouncilofEurope_AsAFractionOf_Amount_Debt_LenderCouncilofEurope","[P1Y]","[]","1970"
"15","[]","[Percent]","Amount_Debt_EUR_LenderCountryMUS_AsAFractionOf_Amount_Debt_LenderCountryMUS","[P1Y]","[]","2001"
"26","[]","[Percent]","Amount_Debt_JPY_LenderCountryTUR_AsAFractionOf_Amount_Debt_LenderCountryTUR","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderArabFundforTechAssisttoAfricanCountries_AsAFractionOf_Amount_Debt_LenderArabFundforTechAssisttoAfricanCountries","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderFondoLatinoamericanodeReservas_AsAFractionOf_Amount_Debt_LenderFondoLatinoamericanodeReservas","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryTUN_AsAFractionOf_Amount_Debt_LenderCountryTUN","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryPHL_AsAFractionOf_Amount_Debt_LenderCountryPHL","[P1Y]","[]","1970"
"8","[]","[Percent]","Amount_Debt_EUR_LenderCountryPER_AsAFractionOf_Amount_Debt_LenderCountryPER","[P1Y]","[]","2001"
"6","[]","[Percent]","Amount_Debt_JPY_LenderCountryBRB_AsAFractionOf_Amount_Debt_LenderCountryBRB","[P1Y]","[]","1970"
"26","[]","[Percent]","Amount_Debt_GBP_LenderCountryBHR_AsAFractionOf_Amount_Debt_LenderCountryBHR","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderNethAntilles_AsAFractionOf_Amount_Debt_LenderNethAntilles","[P1Y]","[]","1970"
"111","[]","[Percent]","Amount_Debt_FRF_LenderWorldBankIDA_AsAFractionOf_Amount_Debt_LenderWorldBankIDA","[P1Y]","[]","1970"
"9","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryOMN_AsAFractionOf_Amount_Debt_LenderCountryOMN","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_CHF_LenderCountryIDN_AsAFractionOf_Amount_Debt_LenderCountryIDN","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderSouthAsianDevelopmentFund_AsAFractionOf_Amount_Debt_LenderSouthAsianDevelopmentFund","[P1Y]","[]","1981"
"9","[]","[Percent]","Amount_Debt_USD_LenderCountryHND_AsAFractionOf_Amount_Debt_LenderCountryHND","[P1Y]","[]","1970"
"116","[]","[Percent]","Amount_Debt_JPY_LenderCountryJPN_AsAFractionOf_Amount_Debt_LenderCountryJPN","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_DEM_LenderCountryJAM_AsAFractionOf_Amount_Debt_LenderCountryJAM","[P1Y]","[]","1970"
"6","[]","[Percent]","Amount_Debt_DEM_LenderCaribbeanCommunity_AsAFractionOf_Amount_Debt_LenderCaribbeanCommunity","[P1Y]","[]","1970"
"51","[]","[Percent]","Amount_Debt_EUR_LenderNordicDevelopmentFund_AsAFractionOf_Amount_Debt_LenderNordicDevelopmentFund","[P1Y]","[]","2001"
"1","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryKGZ_AsAFractionOf_Amount_Debt_LenderCountryKGZ","[P1Y]","[]","1992"
"20","[]","[Percent]","Amount_Debt_SDR_LenderInterAmericanDevBank_AsAFractionOf_Amount_Debt_LenderInterAmericanDevBank","[P1Y]","[]","1970"
"107","[]","[Percent]","Amount_Debt_CHF_LenderInternationalFundforAgriculturalDev_AsAFractionOf_Amount_Debt_LenderInternationalFundforAgriculturalDev","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_FRF_LenderCountryBLZ_AsAFractionOf_Amount_Debt_LenderCountryBLZ","[P1Y]","[]","1981"
"2","[]","[Percent]","Amount_Debt_SDR_LenderCountryBFA_AsAFractionOf_Amount_Debt_LenderCountryBFA","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderOrgofArabPetroleumExportingCountries_AsAFractionOf_Amount_Debt_LenderOrgofArabPetroleumExportingCountries","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_EUR_LenderInternationalCoffeeOrganization_AsAFractionOf_Amount_Debt_LenderInternationalCoffeeOrganization","[P1Y]","[]","2001"
"111","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryGBR_AsAFractionOf_Amount_Debt_LenderCountryGBR","[P1Y]","[]","1970"
"7","[]","[Percent]","Amount_Debt_GBP_LenderCountryMUS_AsAFractionOf_Amount_Debt_LenderCountryMUS","[P1Y]","[]","1970"
"44","[]","[Percent]","Amount_Debt_FRF_LenderCountryFIN_AsAFractionOf_Amount_Debt_LenderCountryFIN","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_SDR_LenderCountryHND_AsAFractionOf_Amount_Debt_LenderCountryHND","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_EUR_LenderCountryMCO_AsAFractionOf_Amount_Debt_LenderCountryMCO","[P1Y]","[]","2001"
"1","[]","[Percent]","Amount_Debt_SDR_LenderCountryNAM_AsAFractionOf_Amount_Debt_LenderCountryNAM","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_FRF_LenderCountryCOG_AsAFractionOf_Amount_Debt_LenderCountryCOG","[P1Y]","[]","1970"
"91","[]","[Percent]","Amount_Debt_GBP_LenderCountrySAU_AsAFractionOf_Amount_Debt_LenderCountrySAU","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_EUR_LenderWestAfricanMonetaryUnion_AsAFractionOf_Amount_Debt_LenderWestAfricanMonetaryUnion","[P1Y]","[]","2001"
"16","[]","[Percent]","Amount_Debt_USD_LenderDevBankoftheCentralAfricanStates_AsAFractionOf_Amount_Debt_LenderDevBankoftheCentralAfricanStates","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_EUR_LenderCountryUZB_AsAFractionOf_Amount_Debt_LenderCountryUZB","[P1Y]","[]","2001"
"4","[]","[Percent]","Amount_Debt_DEM_LenderCountryMLT_AsAFractionOf_Amount_Debt_LenderCountryMLT","[P1Y]","[]","1970"
"8","[]","[Percent]","Amount_Debt_SDR_LenderCountryPER_AsAFractionOf_Amount_Debt_LenderCountryPER","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderUNHighCommissionerforRefugees_AsAFractionOf_Amount_Debt_LenderUNHighCommissionerforRefugees","[P1Y]","[]","1970"
"17","[]","[Percent]","Amount_Debt_EUR_LenderCountryMAR_AsAFractionOf_Amount_Debt_LenderCountryMAR","[P1Y]","[]","2001"
"3","[]","[Percent]","Amount_Debt_GBP_LenderInternationalBankforEconomicCooperation_AsAFractionOf_Amount_Debt_LenderInternationalBankforEconomicCooperation","[P1Y]","[]","1970"
"14","[]","[Percent]","Amount_Debt_SDR_LenderDevBankoftheCentralAfricanStates_AsAFractionOf_Amount_Debt_LenderDevBankoftheCentralAfricanStates","[P1Y]","[]","1970"
"12","[]","[Percent]","Amount_Debt_USD_LenderCaribbeanCommunity_AsAFractionOf_Amount_Debt_LenderCaribbeanCommunity","[P1Y]","[]","1970"
"12","[]","[Percent]","Amount_Debt_SDR_LenderCountryGRC_AsAFractionOf_Amount_Debt_LenderCountryGRC","[P1Y]","[]","1970"
"57","[]","[Percent]","Amount_Debt_USD_LenderCountryISR_AsAFractionOf_Amount_Debt_LenderCountryISR","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryGRD_AsAFractionOf_Amount_Debt_LenderCountryGRD","[P1Y]","[]","1981"
"93","[]","[Percent]","Amount_Debt_GBP_LenderWorldBankIBRD_AsAFractionOf_Amount_Debt_LenderWorldBankIBRD","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_GBP_LenderCountryCPV_AsAFractionOf_Amount_Debt_LenderCountryCPV","[P1Y]","[]","1970"
"17","[]","[Percent]","Amount_Debt_CHF_LenderCountryEGY_AsAFractionOf_Amount_Debt_LenderCountryEGY","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_DEM_LenderEuropeanSocialFund_AsAFractionOf_Amount_Debt_LenderEuropeanSocialFund","[P1Y]","[]","1970"
"37","[]","[Percent]","Amount_Debt_SDR_LenderCountryAUS_AsAFractionOf_Amount_Debt_LenderCountryAUS","[P1Y]","[]","1970"
"29","[]","[Percent]","Amount_Debt_CHF_LenderCountryPAN_AsAFractionOf_Amount_Debt_LenderCountryPAN","[P1Y]","[]","1970"
"15","[]","[Percent]","Amount_Debt_EUR_LenderCorporacionAndinadeFomento_AsAFractionOf_Amount_Debt_LenderCorporacionAndinadeFomento","[P1Y]","[]","2001"
"11","[]","[Percent]","Amount_Debt_EUR_LenderCountryLBR_AsAFractionOf_Amount_Debt_LenderCountryLBR","[P1Y]","[]","2001"
"6","[]","[Percent]","Amount_Debt_FRF_LenderCountryBRB_AsAFractionOf_Amount_Debt_LenderCountryBRB","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_FRF_LenderNewDevelopmentBank_AsAFractionOf_Amount_Debt_LenderNewDevelopmentBank","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_GBP_LenderCountryZWE_AsAFractionOf_Amount_Debt_LenderCountryZWE","[P1Y]","[]","1970"
"59","[]","[Percent]","Amount_Debt_USD_LenderCountrySRB_AsAFractionOf_Amount_Debt_LenderCountrySRB","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_JPY_LenderBankforInternationalSettlements_AsAFractionOf_Amount_Debt_LenderBankforInternationalSettlements","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_USD_LenderBankforInternationalSettlements_AsAFractionOf_Amount_Debt_LenderBankforInternationalSettlements","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_FRF_LenderBankforInternationalSettlements_AsAFractionOf_Amount_Debt_LenderBankforInternationalSettlements","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_FRF_LenderCountryRWA_AsAFractionOf_Amount_Debt_LenderCountryRWA","[P1Y]","[]","1970"
"76","[]","[Percent]","Amount_Debt_EUR_LenderCountryKOR_AsAFractionOf_Amount_Debt_LenderCountryKOR","[P1Y]","[]","2001"
"76","[]","[Percent]","Amount_Debt_CHF_LenderCountryIND_AsAFractionOf_Amount_Debt_LenderCountryIND","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryCMR_AsAFractionOf_Amount_Debt_LenderCountryCMR","[P1Y]","[]","1970"
"44","[]","[Percent]","Amount_Debt_JPY_LenderEuropeanEconomicCommunity_AsAFractionOf_Amount_Debt_LenderEuropeanEconomicCommunity","[P1Y]","[]","1970"
"26","[]","[Percent]","Amount_Debt_GBP_LenderCountryDZA_AsAFractionOf_Amount_Debt_LenderCountryDZA","[P1Y]","[]","1970"
"115","[]","[Percent]","Amount_Debt_JPY_LenderMultipleLenders_AsAFractionOf_Amount_Debt_LenderMultipleLenders","[P1Y]","[]","1970"
"13","[]","[Percent]","Amount_Debt_FRF_LenderArabAfricanInternationalBank_AsAFractionOf_Amount_Debt_LenderArabAfricanInternationalBank","[P1Y]","[]","1970"
"7","[]","[Percent]","Amount_Debt_CHF_LenderCountryTUN_AsAFractionOf_Amount_Debt_LenderCountryTUN","[P1Y]","[]","1970"
"120","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderInternationalMonetaryFund_AsAFractionOf_Amount_Debt_LenderInternationalMonetaryFund","[P1Y]","[]","1970"
"11","[]","[Percent]","Amount_Debt_FRF_LenderCountrySVK_AsAFractionOf_Amount_Debt_LenderCountrySVK","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_GBP_LenderCountrySWZ_AsAFractionOf_Amount_Debt_LenderCountrySWZ","[P1Y]","[]","1970"
"20","[]","[Percent]","Amount_Debt_GBP_LenderCountryPRK_AsAFractionOf_Amount_Debt_LenderCountryPRK","[P1Y]","[]","1970"
"6","[]","[Percent]","Amount_Debt_FRF_LenderCountryNGA_AsAFractionOf_Amount_Debt_LenderCountryNGA","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_FRF_LenderCountryHRV_AsAFractionOf_Amount_Debt_LenderCountryHRV","[P1Y]","[]","1970"
"25","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryPAN_AsAFractionOf_Amount_Debt_LenderCountryPAN","[P1Y]","[]","1970"
"30","[]","[Percent]","Amount_Debt_GBP_LenderCountrySGP_AsAFractionOf_Amount_Debt_LenderCountrySGP","[P1Y]","[]","1970"
"13","[]","[Percent]","Amount_Debt_USD_LenderCountryLBR_AsAFractionOf_Amount_Debt_LenderCountryLBR","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_FRF_LenderEurasianDevelopmentBank_AsAFractionOf_Amount_Debt_LenderEurasianDevelopmentBank","[P1Y]","[]","1992"
"5","[]","[Percent]","Amount_Debt_EUR_LenderEntenteCouncil_AsAFractionOf_Amount_Debt_LenderEntenteCouncil","[P1Y]","[]","2001"
"9","[]","[Percent]","Amount_Debt_FRF_LenderCountryCOL_AsAFractionOf_Amount_Debt_LenderCountryCOL","[P1Y]","[]","1970"
"55","[]","[Percent]","Amount_Debt_EUR_LenderCountryISR_AsAFractionOf_Amount_Debt_LenderCountryISR","[P1Y]","[]","2001"
"93","[]","[Percent]","Amount_Debt_DEM_LenderCountryCHE_AsAFractionOf_Amount_Debt_LenderCountryCHE","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryMLI_AsAFractionOf_Amount_Debt_LenderCountryMLI","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_EUR_LenderCountryZMB_AsAFractionOf_Amount_Debt_LenderCountryZMB","[P1Y]","[]","2001"
"13","[]","[Percent]","Amount_Debt_JPY_LenderCouncilofEurope_AsAFractionOf_Amount_Debt_LenderCouncilofEurope","[P1Y]","[]","1970"
"8","[]","[Percent]","Amount_Debt_CHF_LenderCentralBankofWestAfricanStates_AsAFractionOf_Amount_Debt_LenderCentralBankofWestAfricanStates","[P1Y]","[]","1970"
"96","[]","[Percent]","Amount_Debt_CHF_LenderCountryAUT_AsAFractionOf_Amount_Debt_LenderCountryAUT","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_FRF_LenderCountryISL_AsAFractionOf_Amount_Debt_LenderCountryISL","[P1Y]","[]","1970"
"14","[]","[Percent]","Amount_Debt_DEM_LenderDevBankoftheCentralAfricanStates_AsAFractionOf_Amount_Debt_LenderDevBankoftheCentralAfricanStates","[P1Y]","[]","1970"
"77","[]","[Percent]","Amount_Debt_CHF_LenderCountryRUS_AsAFractionOf_Amount_Debt_LenderCountryRUS","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_JPY_LenderCountryGHA_AsAFractionOf_Amount_Debt_LenderCountryGHA","[P1Y]","[]","1970"
"42","[]","[Percent]","Amount_Debt_JPY_LenderCountryROU_AsAFractionOf_Amount_Debt_LenderCountryROU","[P1Y]","[]","1970"
"9","[]","[Percent]","Amount_Debt_CHF_LenderCountryAGO_AsAFractionOf_Amount_Debt_LenderCountryAGO","[P1Y]","[]","1970"
"56","[]","[Percent]","Amount_Debt_SDR_LenderCountryNOR_AsAFractionOf_Amount_Debt_LenderCountryNOR","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryIDN_AsAFractionOf_Amount_Debt_LenderCountryIDN","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderUNGeneralAssembly_AsAFractionOf_Amount_Debt_LenderUNGeneralAssembly","[P1Y]","[]","1970"
"10","[]","[Percent]","Amount_Debt_USD_LenderCountryUZB_AsAFractionOf_Amount_Debt_LenderCountryUZB","[P1Y]","[]","1992"
"7","[]","[Percent]","Amount_Debt_USD_LenderWorldBankMIGA_AsAFractionOf_Amount_Debt_LenderWorldBankMIGA","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_JPY_LenderNewDevelopmentBank_AsAFractionOf_Amount_Debt_LenderNewDevelopmentBank","[P1Y]","[]","1970"
"43","[]","[Percent]","Amount_Debt_CHF_LenderCountryLBY_AsAFractionOf_Amount_Debt_LenderCountryLBY","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_GBP_LenderCountryBFA_AsAFractionOf_Amount_Debt_LenderCountryBFA","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderNordicEnvironmentFinanceCorporation_AsAFractionOf_Amount_Debt_LenderNordicEnvironmentFinanceCorporation","[P1Y]","[]","1992"
"9","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryAGO_AsAFractionOf_Amount_Debt_LenderCountryAGO","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_DEM_LenderEconCommoftheGreatLakesCountries_AsAFractionOf_Amount_Debt_LenderEconCommoftheGreatLakesCountries","[P1Y]","[]","1970"
"11","[]","[Percent]","Amount_Debt_JPY_LenderCountryPAK_AsAFractionOf_Amount_Debt_LenderCountryPAK","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_SDR_LenderCountryBRN_AsAFractionOf_Amount_Debt_LenderCountryBRN","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_FRF_LenderCountryKNA_AsAFractionOf_Amount_Debt_LenderCountryKNA","[P1Y]","[]","1981"
"31","[]","[Percent]","Amount_Debt_DEM_LenderInternationalFinanceCorporation_AsAFractionOf_Amount_Debt_LenderInternationalFinanceCorporation","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_GBP_LenderCountryBOL_AsAFractionOf_Amount_Debt_LenderCountryBOL","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_EUR_LenderEconCommoftheGreatLakesCountries_AsAFractionOf_Amount_Debt_LenderEconCommoftheGreatLakesCountries","[P1Y]","[]","2001"
"10","[]","[Percent]","Amount_Debt_JPY_LenderEastAfricanCommunity_AsAFractionOf_Amount_Debt_LenderEastAfricanCommunity","[P1Y]","[]","1970"
"45","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountrySRB_AsAFractionOf_Amount_Debt_LenderCountrySRB","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_SDR_LenderCountryGTM_AsAFractionOf_Amount_Debt_LenderCountryGTM","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_SDR_LenderCountryJOR_AsAFractionOf_Amount_Debt_LenderCountryJOR","[P1Y]","[]","1981"
"5","[]","[Percent]","Amount_Debt_GBP_LenderEntenteCouncil_AsAFractionOf_Amount_Debt_LenderEntenteCouncil","[P1Y]","[]","1970"
"97","[]","[Percent]","Amount_Debt_GBP_LenderCountryBEL_AsAFractionOf_Amount_Debt_LenderCountryBEL","[P1Y]","[]","1970"
"12","[]","[Percent]","Amount_Debt_USD_LenderEuropeanUnion_AsAFractionOf_Amount_Debt_LenderEuropeanUnion","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_FRF_LenderUNGeneralAssembly_AsAFractionOf_Amount_Debt_LenderUNGeneralAssembly","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_GBP_LenderCountryCHL_AsAFractionOf_Amount_Debt_LenderCountryCHL","[P1Y]","[]","1970"
"5","[]","[Percent]","Amount_Debt_FRF_LenderPlataBasinFinancialDevFund_AsAFractionOf_Amount_Debt_LenderPlataBasinFinancialDevFund","[P1Y]","[]","1970"
"8","[]","[Percent]","Amount_Debt_USD_LenderCountryCMR_AsAFractionOf_Amount_Debt_LenderCountryCMR","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_DEM_LenderUNPopulationFund_AsAFractionOf_Amount_Debt_LenderUNPopulationFund","[P1Y]","[]","1970"
"17","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryEGY_AsAFractionOf_Amount_Debt_LenderCountryEGY","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryVNM_AsAFractionOf_Amount_Debt_LenderCountryVNM","[P1Y]","[]","1970"
"20","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryBHR_AsAFractionOf_Amount_Debt_LenderCountryBHR","[P1Y]","[]","1970"
"107","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderInternationalFundforAgriculturalDev_AsAFractionOf_Amount_Debt_LenderInternationalFundforAgriculturalDev","[P1Y]","[]","1970"
"2","[]","[Percent]","Amount_Debt_FRF_LenderCountryGAB_AsAFractionOf_Amount_Debt_LenderCountryGAB","[P1Y]","[]","1970"
"15","[]","[Percent]","Amount_Debt_SDR_LenderCaribbeanDevBank_AsAFractionOf_Amount_Debt_LenderCaribbeanDevBank","[P1Y]","[]","1970"
"68","[]","[Percent]","Amount_Debt_DEM_LenderCountryARE_AsAFractionOf_Amount_Debt_LenderCountryARE","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_FRF_LenderCountryGIB_AsAFractionOf_Amount_Debt_LenderCountryGIB","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_DEM_LenderCountryAZE_AsAFractionOf_Amount_Debt_LenderCountryAZE","[P1Y]","[]","1970"
"53","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryFIN_AsAFractionOf_Amount_Debt_LenderCountryFIN","[P1Y]","[]","1970"
"23","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryIRN_AsAFractionOf_Amount_Debt_LenderCountryIRN","[P1Y]","[]","1970"
"76","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderCountryIND_AsAFractionOf_Amount_Debt_LenderCountryIND","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_EUR_LenderCountryBEN_AsAFractionOf_Amount_Debt_LenderCountryBEN","[P1Y]","[]","2001"
"3","[]","[Percent]","Amount_Debt_DEM_LenderCountrySEN_AsAFractionOf_Amount_Debt_LenderCountrySEN","[P1Y]","[]","1970"
"10","[]","[Percent]","Amount_Debt_FRF_LenderCountryCUB_AsAFractionOf_Amount_Debt_LenderCountryCUB","[P1Y]","[]","1970"
"20","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderInterAmericanDevBank_AsAFractionOf_Amount_Debt_LenderInterAmericanDevBank","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_CHF_LenderCountryTCD_AsAFractionOf_Amount_Debt_LenderCountryTCD","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_GBP_LenderWestAfricanMonetaryUnion_AsAFractionOf_Amount_Debt_LenderWestAfricanMonetaryUnion","[P1Y]","[]","1970"
"3","[]","[Percent]","Amount_Debt_DEM_LenderCountryPRI_AsAFractionOf_Amount_Debt_LenderCountryPRI","[P1Y]","[]","1970"
"4","[]","[Percent]","Amount_Debt_CHF_LenderCountrySVN_AsAFractionOf_Amount_Debt_LenderCountrySVN","[P1Y]","[]","1970"
"64","[]","[Percent]","Amount_Debt_DEM_LenderCountrySUN_AsAFractionOf_Amount_Debt_LenderCountrySUN","[P1Y]","[]","1970"
"1","[]","[Percent]","Amount_Debt_DEM_LenderCountryBLZ_AsAFractionOf_Amount_Debt_LenderCountryBLZ","[P1Y]","[]","1981"
"3","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryUZB_AsAFractionOf_Amount_Debt_LenderCountryUZB","[P1Y]","[]","1992"
"24","[]","[Percent]","Amount_Debt_WorldBankOtherCurrency_LenderCountryHKG_AsAFractionOf_Amount_Debt_LenderCountryHKG","[P1Y]","[]","1970"
"107","[]","[Percent]","Amount_Debt_WorldBankMultipleCurrency_LenderWorldBankIBRD_AsAFractionOf_Amount_Debt_LenderWorldBankIBRD","[P1Y]","[]","1970"
