"MinDate","StatVar","NumPlaces","observationPeriods","MeasurementMethods","Units","ScalingFactors"
"1986","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryLBR","12","[P1Y]","[]","[USDollar]","[]"
"2009","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryLCA","7","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1986","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryLBY","8","[P1Y]","[]","[USDollar]","[]"
"1979","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryNGA","7","[P1Y]","[]","[USDollar]","[]"
"1986","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryLBY","8","[P1Y]","[]","[USDollar]","[]"
"1972","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryLBN","16","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCAN","83","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1975","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryARE","78","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryUSA","112","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryDNK","68","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryARG","27","[P1Y]","[]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryLBR","13","[P1Y]","[]","[USDollar]","[]"
"1976","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderLatinAmericanAgribusinessDevCorp","10","[P1Y]","[]","[USDollar]","[]"
"1974","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryLBN","6","[P1Y]","[]","[USDollar]","[]"
"1976","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryBGR","14","[P1Y]","[]","[USDollar]","[]"
"1997","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryARM","8","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryIND","89","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1981","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTTO","13","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryMAR","18","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1978","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryRUS","74","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1985","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryMAC","7","[P1Y]","[]","[USDollar]","[]"
"2004","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryURY","9","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryROU","36","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderInternationalFinanceCorporation","35","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1995","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryBLR","16","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1973","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderWestAfricanMonetaryUnion","12","[P1Y]","[]","[USDollar]","[]"
"1981","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryROU","6","[P1Y]","[]","[USDollar]","[]"
"1975","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderArabBankforEconomicDevinAfrica","45","[P1Y]","[]","[USDollar]","[]"
"2003","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryBLZ","6","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryESP","58","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1973","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderWestAfricanMonetaryUnion","12","[P1Y]","[]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderNordicInvestmentBank","35","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1983","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryCOL","11","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGHA","11","[P1Y]","[]","[USDollar]","[]"
"2008","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderUNGeneralAssembly","12","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1977","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryDNK","35","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1986","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCUB","13","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryESP","75","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1977","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCOL","12","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderAfricanDevBank","59","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryMEX","22","[P1Y]","[]","[USDollar]","[]"
"1972","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCOD","8","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryFRA","101","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1978","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryECU","9","[P1Y]","[]","[USDollar]","[]"
"1976","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderArabLeague","13","[P1Y]","[]","[USDollar]","[]"
"2004","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryJAM","7","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryBHS","37","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryBHR","33","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1972","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryCOD","8","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryVEN","34","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1976","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPHL","6","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryFRA","127","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderAsianDevBank","43","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2004","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGIB","5","[P1Y]","[]","[USDollar]","[]"
"1991","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCPV","9","[P1Y]","[]","[USDollar]","[]"
"1974","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderEconomicCommunityofWestAfricanStates","24","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2013","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryHUN","16","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2000","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMUS","16","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2019","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderNordicEnvironmentFinanceCorporation","6","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryVEN","16","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPOL","45","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1975","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderUNDevelopmentProgramme","14","[P1Y]","[]","[USDollar]","[]"
"1996","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryMDA","5","[P1Y]","[]","[USDollar]","[]"
"2008","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryBIH","8","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryHUN","51","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderWestAfricanMonetaryUnion","7","[P1Y]","[]","[USDollar]","[]"
"1974","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderEconomicCommunityofWestAfricanStates","24","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1977","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryKOR","38","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1972","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryIRL","28","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2023","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryQAT","11","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1981","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderUNRegularProgrammeofTechnicalCoop","8","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryIRN","32","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPOL","38","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryZAF","35","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1989","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryBRN","7","[P1Y]","[]","[USDollar]","[]"
"2024","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGNQ","7","[P1Y]","[WorldBankProjection]","[USDollar]","[]"
"1973","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryIRQ","38","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1972","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTHA","17","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1977","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderOPECFundforInternationalDev","111","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1975","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTTO","14","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryROU","42","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCRI","11","[P1Y]","[]","[USDollar]","[]"
"2018","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderOrgofArabPetroleumExportingCountries","5","[P1Y]","[]","[USDollar]","[]"
"1996","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryMDA","5","[P1Y]","[]","[USDollar]","[]"
"1985","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryIDN","5","[P1Y]","[]","[USDollar]","[]"
"1984","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryMLT","5","[P1Y]","[]","[USDollar]","[]"
"1977","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryBRB","11","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1972","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryBRA","42","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1976","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTGO","10","[P1Y]","[]","[USDollar]","[]"
"1989","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryISL","5","[P1Y]","[]","[USDollar]","[]"
"1981","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTUR","36","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1975","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderUNDevelopmentProgramme","14","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryKWT","109","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryISR","56","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNLD","88","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryNLD","66","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1989","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTUN","5","[P1Y]","[]","[USDollar]","[]"
"2020","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderSouthAsianDevelopmentFund","7","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderNordicInvestmentBank","35","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1994","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryKAZ","11","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1980","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryPOL","12","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountrySRB","45","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1978","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderEuropeanEconomicCommunity","58","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1974","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryBOL","6","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryARG","31","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryARG","14","[P1Y]","[]","[USDollar]","[]"
"1977","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryARE","34","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1977","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryARE","31","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderNordicInvestmentBank","35","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1990","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCPV","5","[P1Y]","[]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNIC","5","[P1Y]","[]","[USDollar]","[]"
"1981","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryKEN","7","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderArabBankforEconomicDevinAfrica","51","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1993","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryURY","9","[P1Y]","[]","[USDollar]","[]"
"1984","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderFondoLatinoamericanodeReservas","8","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2003","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryBLZ","6","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1985","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTUN","5","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderWorldBankIDA","119","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryNIC","5","[P1Y]","[]","[USDollar]","[]"
"1974","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderEconomicCommunityofWestAfricanStates","24","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1994","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryUZB","10","[P1Y]","[]","[USDollar]","[]"
"1981","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryTTO","12","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1975","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryEGY","22","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryGBR","102","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountrySUN","57","[P1Y]","[]","[USDollar]","[]"
"1995","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryBLR","16","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryOMN","12","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryBEL","66","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2002","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNGA","12","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1988","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryMCO","5","[P1Y]","[]","[USDollar]","[]"
"1988","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMYS","31","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2023","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderArabMonetaryFund","5","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2014","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderBolivarianAlliancefortheAmericas","6","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1976","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderLatinAmericanAgribusinessDevCorp","10","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderMultipleLenders","98","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderBondholders","106","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1988","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryTUR","9","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryLBN","7","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderInterAmericanDevBank","30","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1995","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderEasternSouthernAfricanTradeDevBank","18","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1988","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryTUN","5","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderEuropeanDevelopmentFund","75","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1978","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderWestAfricanDevelopmentBank","17","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderWorldBankIBRD","106","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1973","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryLBY","48","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1974","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTUR","15","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1972","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryJAM","7","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryBMU","17","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryUSA","123","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1972","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryJAM","7","[P1Y]","[]","[USDollar]","[]"
"1991","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGMB","5","[P1Y]","[]","[USDollar]","[]"
"1981","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderUNRegularProgrammeofTechnicalCoop","8","[P1Y]","[]","[USDollar]","[]"
"1995","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryLKA","7","[P1Y]","[]","[USDollar]","[]"
"1984","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderFondoLatinoamericanodeReservas","8","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1976","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountrySRB","8","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryAUS","18","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryZWE","11","[P1Y]","[]","[USDollar]","[]"
