"MinDate","StatVar","NumPlaces","observationPeriods","MeasurementMethods","Units","ScalingFactors"
"1975","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderArabFundforEconomicSocialDevelopment","30","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2014","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderBolivarianAlliancefortheAmericas","6","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryISR","28","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryKWT","108","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1987","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryIND","5","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryJPN","88","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1980","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryAUT","42","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1996","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryAUS","18","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2007","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderArabTownsOrganization","6","[P1Y]","[]","[USDollar]","[]"
"2013","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryKNA","6","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNIC","5","[P1Y]","[]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryMAR","8","[P1Y]","[]","[USDollar]","[]"
"1978","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderWestAfricanDevelopmentBank","17","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySAU","25","[P1Y]","[]","[USDollar]","[]"
"1985","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTUN","5","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryCAN","51","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2015","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderCorporacionAndinadeFomento","6","[P1Y]","[]","[USDollar]","[]"
"2000","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryMUS","16","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1987","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryPRT","15","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1984","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderFondoLatinoamericanodeReservas","8","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1985","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryMAC","7","[P1Y]","[]","[USDollar]","[]"
"2022","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryPRK","5","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryBMU","16","[P1Y]","[]","[USDollar]","[]"
"1983","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderNordicDevelopmentFund","51","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1974","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderEntenteCouncil","13","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderWorldBankIBRD","106","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryUSA","91","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1990","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCPV","9","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryGBR","119","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1988","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryHKG","14","[P1Y]","[]","[USDollar]","[]"
"1980","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderPlataBasinFinancialDevFund","9","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1975","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryEGY","14","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt","134","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEuropeanInvestmentBank","120","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderGermanDemRep","42","[P1Y]","[]","[USDollar]","[]"
"1977","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderOPECFundforInternationalDev","111","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2015","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryMNE","5","[P1Y]","[]","[USDollar]","[]"
"1973","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryLBY","49","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1980","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryVEN","15","[P1Y]","[]","[USDollar]","[]"
"1989","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderEconCommoftheGreatLakesCountries","7","[P1Y]","[]","[USDollar]","[]"
"1988","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMYS","26","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1992","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderNordicDevelopmentFund","45","[P1Y]","[]","[USDollar]","[]"
"2009","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryLCA","7","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt","129","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1979","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNGA","13","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1995","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryZMB","8","[P1Y]","[]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryKOR","22","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1988","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryMCO","5","[P1Y]","[]","[USDollar]","[]"
"2004","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryECU","7","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryLBN","16","[P1Y]","[]","[USDollar]","[]"
"1991","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGMB","5","[P1Y]","[]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryLBR","13","[P1Y]","[]","[USDollar]","[]"
"1980","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderPlataBasinFinancialDevFund","9","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1971","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryNLD","31","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryDEU","123","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryBGR","19","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNLD","96","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2008","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderUNGeneralAssembly","12","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt","130","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1981","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryHND","7","[P1Y]","[]","[USDollar]","[]"
"1994","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryMYS","14","[P1Y]","[]","[USDollar]","[]"
"1988","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderArabFundforTechAssisttoAfricanCountries","10","[P1Y]","[]","[USDollar]","[]"
"1977","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderOPECFundforInternationalDev","111","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2017","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderNewDevelopmentBank","10","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1971","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryNZL","13","[P1Y]","[]","[USDollar]","[]"
"1975","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderArabFundforEconomicSocialDevelopment","30","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1985","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryARE","23","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1983","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryARG","5","[P1Y]","[]","[USDollar]","[]"
"1976","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderLatinAmericanAgribusinessDevCorp","10","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryARG","37","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryGHA","11","[P1Y]","[]","[USDollar]","[]"
"1975","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryARE","82","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryVEN","34","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1971","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryPOL","22","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1973","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryFIN","47","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryIND","83","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1997","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryARM","8","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1978","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryLUX","12","[P1Y]","[]","[USDollar]","[]"
"1984","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryBHR","21","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1971","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryBHS","14","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_Bond_LongTermExternalDebt","102","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryCAN","83","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2017","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderAsianInfrastructureInvestmentBank","39","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1999","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryIRL","17","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1982","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryQAT","14","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2019","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderNordicEnvironmentFinanceCorporation","6","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2000","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryMUS","16","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySEN","8","[P1Y]","[]","[USDollar]","[]"
"2004","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryGIB","5","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryJPN","113","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1974","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountrySAU","93","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderEUROFIMA","9","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2016","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderIslamicSolidarityFundforDev","7","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1976","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderArabFundforEconomicSocialDevelopment","20","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryFIN","43","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryLUX","42","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderInterAmericanDevBank","30","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2000","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderUNWorldFoodProgramme","7","[P1Y]","[]","[USDollar]","[]"
"2008","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryBIH","5","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryHUN","32","[P1Y]","[]","[USDollar]","[]"
"2003","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryVCT","6","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1974","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTUR","38","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1978","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryRUS","25","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_IBRD_PubliclyGuaranteed_Multilateral_LongTermExternalDebt","107","[P1Y]","[]","[USDollar]","[]"
"1972","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryJAM","11","[P1Y]","[]","[USDollar]","[]"
"1978","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryECU","5","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGHA","11","[P1Y]","[]","[USDollar]","[]"
"2009","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderECOTradeandDevBank","11","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1975","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryVEN","34","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2004","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMUS","7","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCAN","79","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryZMB","9","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCentralAmericanBankforEconIntegration","17","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1974","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNZL","13","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPOL","53","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryDNK","44","[P1Y]","[]","[USDollar]","[]"
"1978","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryECU","9","[P1Y]","[]","[USDollar]","[]"
"1988","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderInternationalBankforEconomicCooperation","13","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2016","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderIslamicSolidarityFundforDev","7","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1986","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCUB","13","[P1Y]","[]","[USDollar]","[]"
"2017","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryHND","5","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1977","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryKOR","71","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1983","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryEGY","5","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt","134","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryFRA","104","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryDEU","105","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1981","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCentralBankofWestAfricanStates","16","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountrySUN","41","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderArabBankforEconomicDevinAfrica","51","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1993","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCZE","32","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2003","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderEuropeanUnion","20","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1995","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryLKA","7","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderBondholders","102","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryAUT","86","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1980","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountrySGP","15","[P1Y]","[]","[USDollar]","[]"
"1988","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryZWE","7","[P1Y]","[]","[USDollar]","[]"
"2001","AmountInterestRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEconomicCommunityofWestAfricanStates","10","[P1Y]","[]","[USDollar]","[]"
"1997","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryUKR","5","[P1Y]","[]","[USDollar]","[]"
"1999","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCYP","19","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNOR","69","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1978","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEuropeanEconomicCommunity","58","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryAUS","39","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2000","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderUNWorldFoodProgramme","7","[P1Y]","[]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryBEL","83","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1973","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPRT","25","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryZAF","44","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1976","AmountInterestRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderArabLeague","13","[P1Y]","[]","[USDollar]","[]"
"1995","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPRY","5","[P1Y]","[]","[USDollar]","[]"
"1972","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCYM","18","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1970","AmountInterestRepayment_Debt_OfficialCreditor_IDA_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderWorldBankIDA","119","[P1Y]","[]","[USDollar]","[]"
"2007","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountrySVN","5","[P1Y]","[]","[USDollar]","[]"
"1978","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderCountryKEN","12","[P1Y]","[]","[USDollar]","[]"
"1977","AmountInterestRepayment_Debt_LongTermExternalDebt_LenderOPECFundforInternationalDev","111","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"2020","AmountInterestRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderUNPopulationFund","5","[P1Y]","[, WorldBankProjection]","[USDollar]","[]"
"1999","AmountInterestRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountrySVK","7","[P1Y]","[]","[USDollar]","[]"
