"Units","ScalingFactors","MinDate","observationPeriods","NumPlaces","StatVar","MeasurementMethods"
"[USDollar]","[]","1970","[P1Y]","35","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryDZA","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","45","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCZE","[, WorldBankProjection]"
"[USDollar]","[]","1981","[P1Y]","7","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryHND","[]"
"[USDollar]","[]","1978","[P1Y]","12","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryLUX","[]"
"[USDollar]","[]","1994","[P1Y]","5","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderInternationalInvestmentBank","[]"
"[USDollar]","[]","1970","[P1Y]","59","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySUN","[]"
"[USDollar]","[]","2019","[P1Y]","5","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryGRC","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","12","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryZWE","[]"
"[USDollar]","[]","1981","[P1Y]","7","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryKEN","[]"
"[USDollar]","[]","2003","[P1Y]","5","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySWZ","[]"
"[USDollar]","[]","1989","[P1Y]","12","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryOMN","[]"
"[USDollar]","[]","2012","[P1Y]","9","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryVNM","[, WorldBankProjection]"
"[USDollar]","[]","1977","[P1Y]","15","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryNZL","[]"
"[USDollar]","[]","1995","[P1Y]","10","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryUZB","[]"
"[USDollar]","[]","2000","[P1Y]","7","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryKGZ","[]"
"[USDollar]","[]","1970","[P1Y]","36","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryPAN","[, WorldBankProjection]"
"[USDollar]","[]","2020","[P1Y]","7","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderSouthAsianDevelopmentFund","[, WorldBankProjection]"
"[USDollar]","[]","1996","[P1Y]","25","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySVK","[]"
"[USDollar]","[]","2003","[P1Y]","8","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySVN","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","95","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryCHE","[, WorldBankProjection]"
"[USDollar]","[]","1986","[P1Y]","24","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderEconomicCommunityofWestAfricanStates","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","123","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryCHN","[, WorldBankProjection]"
"[USDollar]","[]","2003","[P1Y]","6","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryMLT","[]"
"[USDollar]","[]","2008","[P1Y]","6","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySVN","[]"
"[USDollar]","[]","1977","[P1Y]","8","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderInternationalCoffeeOrganization","[]"
"[USDollar]","[]","1996","[P1Y]","25","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySVK","[]"
"[USDollar]","[]","1983","[P1Y]","6","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryCHL","[]"
"[USDollar]","[]","1970","[P1Y]","16","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCorporacionAndinadeFomento","[, WorldBankProjection]"
"[USDollar]","[]","1985","[P1Y]","11","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderOrgofArabPetroleumExportingCountries","[]"
"[USDollar]","[]","1970","[P1Y]","107","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryITA","[, WorldBankProjection]"
"[USDollar]","[]","1985","[P1Y]","11","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderOrgofArabPetroleumExportingCountries","[]"
"[USDollar]","[]","1970","[P1Y]","81","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySWE","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","119","AmountPrincipalRepayment_Debt_OfficialCreditor_IDA_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderWorldBankIDA","[]"
"[USDollar]","[]","1975","[P1Y]","20","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryPAK","[, WorldBankProjection]"
"[USDollar]","[]","1978","[P1Y]","6","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGAB","[]"
"[USDollar]","[]","1970","[P1Y]","65","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySWE","[, WorldBankProjection]"
"[USDollar]","[]","1972","[P1Y]","76","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryITA","[, WorldBankProjection]"
"[USDollar]","[]","2007","[P1Y]","5","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySYR","[]"
"[USDollar]","[]","1982","[P1Y]","16","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryAGO","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","35","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryDZA","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","92","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryGBR","[, WorldBankProjection]"
"[USDollar]","[]","1994","[P1Y]","31","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderEuropeanBankforReconstructionandDev","[, WorldBankProjection]"
"[USDollar]","[]","1985","[P1Y]","35","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderNordicInvestmentBank","[, WorldBankProjection]"
"[USDollar]","[]","2023","[P1Y]","5","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderArabMonetaryFund","[, WorldBankProjection]"
"[USDollar]","[]","1986","[P1Y]","13","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderCaribbeanDevBank","[]"
"[USDollar]","[]","1988","[P1Y]","5","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEuropeanCoalandSteelCommunity","[]"
"[USDollar]","[]","2000","[P1Y]","7","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryKGZ","[]"
"[USDollar]","[]","1970","[P1Y]","20","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryQAT","[, WorldBankProjection]"
"[USDollar]","[]","1998","[P1Y]","7","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryISR","[]"
"[USDollar]","[]","1970","[P1Y]","71","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryKWT","[, WorldBankProjection]"
"[USDollar]","[]","2005","[P1Y]","8","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryBDI","[]"
"[USDollar]","[]","1989","[P1Y]","7","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderEconCommoftheGreatLakesCountries","[]"
"[USDollar]","[]","1994","[P1Y]","31","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderEuropeanBankforReconstructionandDev","[, WorldBankProjection]"
"[USDollar]","[]","1975","[P1Y]","8","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMLI","[]"
"[USDollar]","[]","2008","[P1Y]","8","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderPlataBasinFinancialDevFund","[]"
"[USDollar]","[]","1970","[P1Y]","13","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderNethAntilles","[]"
"[USDollar]","[]","1984","[P1Y]","8","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderFondoLatinoamericanodeReservas","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","14","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryIDN","[, WorldBankProjection]"
"[USDollar]","[]","1989","[P1Y]","7","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderEconCommoftheGreatLakesCountries","[]"
"[USDollar]","[]","1984","[P1Y]","16","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderCentralBankofWestAfricanStates","[, WorldBankProjection]"
"[USDollar]","[]","1984","[P1Y]","8","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMLT","[]"
"[USDollar]","[]","2005","[P1Y]","20","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderEuropeanUnion","[, WorldBankProjection]"
"[USDollar]","[]","1982","[P1Y]","31","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCHE","[, WorldBankProjection]"
"[USDollar]","[]","1982","[P1Y]","16","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderDevBankoftheCentralAfricanStates","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","13","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryIDN","[, WorldBankProjection]"
"[USDollar]","[]","1994","[P1Y]","5","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderInternationalInvestmentBank","[]"
"[USDollar]","[]","1972","[P1Y]","16","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryCIV","[, WorldBankProjection]"
"[USDollar]","[]","1995","[P1Y]","8","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryTKM","[]"
"[USDollar]","[]","1970","[P1Y]","109","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderMultipleLenders","[, WorldBankProjection]"
"[USDollar]","[]","2013","[P1Y]","6","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryGRD","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","84","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryBEL","[, WorldBankProjection]"
"[USDollar]","[]","2017","[P1Y]","5","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryMNE","[]"
"[USDollar]","[]","1970","[P1Y]","94","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCHN","[, WorldBankProjection]"
"[USDollar]","[]","1978","[P1Y]","32","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderArabFundforEconomicSocialDevelopment","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","24","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryGRC","[, WorldBankProjection]"
"[USDollar]","[]","1998","[P1Y]","5","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryGMB","[]"
"[USDollar]","[]","2011","[P1Y]","5","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryAZE","[]"
"[USDollar]","[]","1973","[P1Y]","73","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderEuropeanDevelopmentFund","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","56","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBRA","[, WorldBankProjection]"
"[USDollar]","[]","1988","[P1Y]","32","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryMYS","[, WorldBankProjection]"
"[USDollar]","[]","1978","[P1Y]","12","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBRB","[, WorldBankProjection]"
"[USDollar]","[]","1973","[P1Y]","73","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEuropeanDevelopmentFund","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","44","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryZAF","[, WorldBankProjection]"
"[USDollar]","[]","1995","[P1Y]","7","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBRN","[]"
"[USDollar]","[]","1970","[P1Y]","59","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderAfricanDevBank","[, WorldBankProjection]"
"[USDollar]","[]","1994","[P1Y]","11","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryKAZ","[, WorldBankProjection]"
"[USDollar]","[]","1994","[P1Y]","11","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryKAZ","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","22","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMEX","[]"
"[USDollar]","[]","1970","[P1Y]","45","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySRB","[, WorldBankProjection]"
"[USDollar]","[]","1986","[P1Y]","11","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderCentralBankofWestAfricanStates","[]"
"[USDollar]","[]","1989","[P1Y]","10","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderArabFundforTechAssisttoAfricanCountries","[]"
"[USDollar]","[]","1973","[P1Y]","11","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderWestAfricanMonetaryUnion","[]"
"[USDollar]","[]","1977","[P1Y]","8","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderInternationalCoffeeOrganization","[]"
"[USDollar]","[]","1970","[P1Y]","134","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt","[, WorldBankProjection]"
"[USDollar]","[]","1981","[P1Y]","9","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderPlataBasinFinancialDevFund","[, WorldBankProjection]"
"[USDollar]","[]","1977","[P1Y]","8","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderInternationalCoffeeOrganization","[]"
"[USDollar]","[]","1988","[P1Y]","14","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryHKG","[]"
"[USDollar]","[]","1970","[P1Y]","23","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryEGY","[, WorldBankProjection]"
"[USDollar]","[]","1989","[P1Y]","10","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderArabFundforTechAssisttoAfricanCountries","[]"
"[USDollar]","[]","1970","[P1Y]","81","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryJPN","[, WorldBankProjection]"
"[USDollar]","[]","1983","[P1Y]","21","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryKOR","[, WorldBankProjection]"
"[USDollar]","[]","2000","[P1Y]","7","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderUNWorldFoodProgramme","[]"
"[USDollar]","[]","1990","[P1Y]","5","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryISL","[]"
"[USDollar]","[]","1976","[P1Y]","6","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderUNHighCommissionerforRefugees","[]"
"[USDollar]","[]","1980","[P1Y]","16","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountrySAU","[]"
"[USDollar]","[]","1978","[P1Y]","10","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderLatinAmericanAgribusinessDevCorp","[]"
"[USDollar]","[]","1970","[P1Y]","63","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountrySUN","[]"
"[USDollar]","[]","2001","[P1Y]","8","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryZMB","[]"
"[USDollar]","[]","1989","[P1Y]","17","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryOMN","[]"
"[USDollar]","[]","1970","[P1Y]","109","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryKWT","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","57","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryISR","[, WorldBankProjection]"
"[USDollar]","[]","1975","[P1Y]","93","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountrySAU","[, WorldBankProjection]"
"[USDollar]","[]","1974","[P1Y]","17","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryTHA","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","111","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryJPN","[, WorldBankProjection]"
"[USDollar]","[]","1980","[P1Y]","12","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryKEN","[]"
"[USDollar]","[]","1972","[P1Y]","40","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBRA","[, WorldBankProjection]"
"[USDollar]","[]","1978","[P1Y]","11","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBRB","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","27","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderInterAmericanDevBank","[, WorldBankProjection]"
"[USDollar]","[]","1995","[P1Y]","10","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryUZB","[]"
"[USDollar]","[]","1970","[P1Y]","35","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryZAF","[, WorldBankProjection]"
"[USDollar]","[]","1995","[P1Y]","7","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBRN","[]"
"[USDollar]","[]","2017","[P1Y]","12","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryAGO","[, WorldBankProjection]"
"[USDollar]","[]","1977","[P1Y]","29","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryHKG","[, WorldBankProjection]"
"[USDollar]","[]","2010","[P1Y]","5","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEUROFIMA","[]"
"[USDollar]","[]","2013","[P1Y]","6","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryVCT","[, WorldBankProjection]"
"[USDollar]","[]","1988","[P1Y]","10","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryTGO","[]"
"[USDollar]","[]","2008","[P1Y]","6","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderArabTownsOrganization","[]"
"[USDollar]","[]","1973","[P1Y]","34","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryIRN","[, WorldBankProjection]"
"[USDollar]","[]","1985","[P1Y]","9","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryJOR","[]"
"[USDollar]","[]","1972","[P1Y]","28","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryIRL","[, WorldBankProjection]"
"[USDollar]","[]","2024","[P1Y]","7","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryGNQ","[WorldBankProjection]"
"[USDollar]","[]","1973","[P1Y]","38","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryIRQ","[, WorldBankProjection]"
"[USDollar]","[]","2022","[P1Y]","7","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderIslamicSolidarityFundforDev","[, WorldBankProjection]"
"[USDollar]","[]","2020","[P1Y]","7","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderSouthAsianDevelopmentFund","[, WorldBankProjection]"
"[USDollar]","[]","2013","[P1Y]","6","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryKNA","[, WorldBankProjection]"
"[USDollar]","[]","1976","[P1Y]","42","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryFIN","[, WorldBankProjection]"
"[USDollar]","[]","1992","[P1Y]","62","AmountPrincipalRepayment_Debt_PrivateCreditor_PrivateNonGuaranteed_Bond_LongTermExternalDebt_LenderBondholders","[, WorldBankProjection]"
"[USDollar]","[]","1971","[P1Y]","61","AmountPrincipalRepayment_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCAN","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","18","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBMU","[]"
"[USDollar]","[]","2004","[P1Y]","5","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderCountryGIB","[]"
"[USDollar]","[]","2013","[P1Y]","12","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderCaribbeanCommunity","[, WorldBankProjection]"
"[USDollar]","[]","1978","[P1Y]","7","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNGA","[]"
"[USDollar]","[]","2013","[P1Y]","7","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryLCA","[, WorldBankProjection]"
"[USDollar]","[]","2014","[P1Y]","6","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderBolivarianAlliancefortheAmericas","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","123","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryFRA","[, WorldBankProjection]"
"[USDollar]","[]","1982","[P1Y]","56","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderEuropeanEconomicCommunity","[, WorldBankProjection]"
"[USDollar]","[]","1988","[P1Y]","5","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMCO","[]"
"[USDollar]","[]","1970","[P1Y]","69","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryDNK","[, WorldBankProjection]"
"[USDollar]","[]","1970","[P1Y]","36","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryROU","[]"
"[USDollar]","[]","1995","[P1Y]","10","AmountPrincipalRepayment_Debt_LongTermExternalDebt_LenderEuropeanReliefFund","[, WorldBankProjection]"
"[USDollar]","[]","2013","[P1Y]","5","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryBOL","[]"
"[USDollar]","[]","1970","[P1Y]","14","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMAR","[]"
"[USDollar]","[]","1970","[P1Y]","134","AmountPrincipalRepayment_Debt_LongTermExternalDebt","[, WorldBankProjection]"
"[USDollar]","[]","1982","[P1Y]","56","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderEuropeanEconomicCommunity","[, WorldBankProjection]"
"[USDollar]","[]","1995","[P1Y]","16","AmountPrincipalRepayment_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryBLR","[, WorldBankProjection]"
"[USDollar]","[]","1985","[P1Y]","13","AmountPrincipalRepayment_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTTO","[, WorldBankProjection]"
"[USDollar]","[]","1996","[P1Y]","8","AmountPrincipalRepayment_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountrySLV","[]"
