"MinDate","StatVar","NumPlaces","Units","MeasurementMethods","ScalingFactors","observationPeriods"
"1994","worldBank/UIS_REPR_1_G5_F","160","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_CMPT_1519_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1965","worldBank/ER_H2O_FWDM_ZS","184","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_0014_TO","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_DTH_COMM_0004_MA_ZS","187","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_SCHL_6064_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/UIS_XSPENDP_1_FDPUB_FNCAP","162","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/FM_AST_PRVT_GD_ZS","190","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1999","worldBank/per_si_allsi_adq_pop_tot","113","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_SCHL_1519","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_CMPT_3539_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2005","worldBank/IC_TAX_PRFT_CP_ZS","193","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_1564_TO_ZS","221","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_POP_6569_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1980","worldBank/TX_UVI_MRCH_XD_WD","208","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1998","worldBank/UIS_PTRHC_2_TRAINED","113","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_AG00_MA_IN","217","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_4549_MA","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1987","worldBank/IE_PPI_WATR_CD","53","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_POP_5559_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_WAG_PREM_PB_TT","89","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1972","worldBank/GC_NLD_TOTL_GD_ZS","162","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2039_NED_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1961","worldBank/FM_LBL_BMNY_ZG","166","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/NY_ADJ_NNTY_PC_CD","189","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_0509_FE","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/DC_ODA_TOTL_KD","32","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_25UP_NED_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2039_NED_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_ICMP_5054_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/AG_LND_EL5M_UR_K2","219","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/UIS_EA_1T6_AG25T99_M","153","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_HIV_ARTC_MA_ZS","142","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_EA_3T6_AG25T99_M","159","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_CON_TOTL_KD","182","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1998","worldBank/SE_TER_GRAD_FE_SI_ZS","158","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_25UP_NED_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_POP_4044","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_EA_3T6_AG25T99_F","159","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BX_GSR_CCIS_ZS","194","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_WAG_PREM_PB_TN","82","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1972","worldBank/GC_TAX_EXPT_CN","100","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/UIS_EA_1T6_AG25T99_F","153","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_CMPT_2024_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_CON_TOTL_KN","178","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/FM_LBL_BMNY_IR_ZS","158","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_DYN_NCOM_MA_ZS","189","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_1564_FE_IN","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/EN_ATM_PM25_MC_T3_ZS","194","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_AG01_MA_IN","217","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_CMPT_75UP_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_EMP_PUBS_FE_CK_ZS","112","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BX_GRT_EXTA_CD_WD","180","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BM_GSR_ROYL_CD","178","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/DT_TDS_DIMF_CD","123","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_2529_1_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SCHL_25UP","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_2529_1_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/SE_SEC_TCHR_FE_ZS","212","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_CMPT_25UP_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/UIS_XSPENDP_23_FDPUB_FNCUR","172","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_1519_4_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_DTH_INJR_FE_ZS","187","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_WAG_PREM_PB_SG","91","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/SE_TER_CUAT_MS_FE_ZS","161","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2529_4_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_POP_25UP_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_HIV_PMTC_ZS","86","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_65UP_TO","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_DTH_COMM_60UP_FE_ZS","187","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_WAG_PREM_PB_SN","85","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_ICMP_2024_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/TX_VAL_MRCH_R6_ZS","209","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/DT_NFL_PNGC_CD","97","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_SCHL_75UP_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1972","worldBank/GC_TAX_IMPT_ZS","157","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/IS_AIR_GOOD_MT_K1","188","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1991","worldBank/SL_SRV_EMPL_ZS","191","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_PWK_PUBS_FE_Q4_ZS","114","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2017","worldBank/EN_BIR_THRD_NO","219","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/SH_HIV_INCD_ZS","148","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/SE_SEC_NENR_FE","191","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_EMP_PWRK_PB_MA_ZS","132","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NV_AGR_TOTL_KD","204","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1971","worldBank/FI_RES_TOTL_DT_ZS","114","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_SLE_56_M","195","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1972","worldBank/GC_TAX_OTHR_CN","157","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SCHL_7074_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NV_AGR_TOTL_KN","197","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SL_EMP_TOTL_SP_MA_NE_ZS","206","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/TX_VAL_TRAN_ZS_WT","202","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_25UP_1_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/HD_HCI_OVRL_FE","163","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/UIS_XSPENDP_23_FDPUB_FNS","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_SCHL_1519","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/SE_PRM_UNER_FE","200","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_DTH_COMM_MA_ZS","187","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_CMPT_6569_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/TX_VAL_MRCH_WR_ZS","205","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_SCHL_3034_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_NOED_3539_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_4044_MA","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1972","worldBank/GC_XPN_INTP_ZS","160","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/UIS_XUNIT_PPPCONST_23_FSGOV","153","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1986","worldBank/SH_STA_MALN_MA_ZS","159","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2005","worldBank/DC_DAC_POLL_CD","137","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/EN_ATM_CO2E_LF_ZS","211","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2003","worldBank/SP_REG_BRTH_MA_ZS","167","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_EMP_PUBS_FE_EO_ZS","113","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_EA_MEAN_1T6_AG25T99","164","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1991","worldBank/SL_IND_EMPL_ZS","191","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_AG04_FE_IN","217","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_LP_AG15T24","164","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SL_EMP_1524_SP_MA_NE_ZS","199","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1961","worldBank/AG_LND_TOTL_K2","220","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_ICMP_75UP_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1963","worldBank/SI_POV_DDAY","174","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/HD_HCI_AMRT","174","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NY_GNS_ICTR_CD","178","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NY_GNS_ICTR_CN","178","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_LP_AG15T24_M","164","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BX_GSR_TOTL_CD","204","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_ALC_PCAP_MA_LI","191","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NY_GDP_DISC_CN","184","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_LP_AG15T24_F","164","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_ICMP_6064_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_80UP_3_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/SE_PRM_CMPT_FE_ZS","200","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/EN_CLC_HDDY_XD","193","[Celsius]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/DC_DAC_ISLL_CD","82","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/EN_POP_EL5M_RU_ZS","219","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_2024_4_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/NY_GDP_MINR_RT_ZS","218","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1999","worldBank/per_si_allsi_cov_q1_tot","118","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_PWK_AGES_PB_SM","131","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_CMPT_6569_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_ICMP_1519_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/SE_ADT_1524_LT_ZS","175","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NV_IND_MANF_ZS","207","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_LP_AG15T99_M","166","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2002","worldBank/per_lm_alllm_cov_q2_tot","68","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/SE_PRM_TENR_MA","196","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/NE_CON_PRVT_PP_KD","179","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_PWK_PRVS_FE_Q5_ZS","115","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1999","worldBank/SE_PRM_CMPL_MA_ZS","170","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_R_1_G4_F","193","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/EN_ATM_CO2E_EG_ZS","178","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_ALL_4_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/DC_DAC_JPNL_CD","181","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SH_DTH_IMRT","200","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1991","worldBank/SL_EMP_1524_SP_FE_ZS","191","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_NOED_6064_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1999","worldBank/per_si_allsi_ben_q1_tot","113","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1975","worldBank/CM_MKT_TRAD_GD_ZS","110","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_0509_MA","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SCHL_3539_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_15UP_3_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2064_1_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_15UP_3_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_4064_3_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_WAG_PRVS_FM_SM","115","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1984","worldBank/HF_UHC_OOPC_25_ZS","149","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/DT_NFL_UNCF_CD","158","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NY_GDP_FCST_KN","197","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1961","worldBank/AG_CON_FERT_PT_ZS","119","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/UIS_XSPENDP_2_FDPUB_FNS","142","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SCHL_3539","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NY_GDY_TOTL_KN","178","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_SCHL_7074","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_CMPT_5559_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2024_3_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_ROFST_2","191","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_RSB_GNFS_ZS","196","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_4064_3_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_ICMP_4044_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_ROFST_1","201","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_CMPT_25UP_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_POP_75UP_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_60UP_4_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_EA_3_AG25T99_F","161","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/NY_ADJ_NNTY_PC_KD","183","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_ICMP_15UP_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_GDI_STKB_CD","188","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_CON_TOTL_CN","186","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_CON_GOVT_ZS","190","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_EA_3_AG25T99_M","161","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BN_TRF_KOGT_CD","191","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_CON_PRVT_ZS","192","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_GDI_STKB_CN","188","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NY_GDP_FCST_KD","203","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_CMPT_2529_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_CMPT_6064_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_4064_3_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_CON_TOTL_CD","190","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_CMPT_4549_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1999","worldBank/SE_PRM_CMPL_ZS","172","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_DYN_SMAM_FE","212","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_EA_4T6_AG25T99","162","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_SLE_12_F","207","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2014","worldBank/mobileaccount_t_d_1","82","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_PRV_SMOK_FE","168","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_RSB_GNFS_KN","174","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1999","worldBank/OECD_TSAL_3_E0","54","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2014","worldBank/mobileaccount_t_d_2","82","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_1564_TO","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1991","worldBank/SL_UEM_TOTL_ZS","191","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_ICMP_2529_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_EA_1_AG25T99","159","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/FB_AST_NPER_ZS","150","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_CMPT_75UP_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/DT_TDS_MLAT_PG_ZS","123","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_25UP_NED_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2007","worldBank/TX_VAL_TECH_MF_ZS","190","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NY_GDS_TOTL_CD","190","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/EN_ATM_SF6G_KT_CE","142","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BX_TRF_CURR_CD","200","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_4044_FE","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_1519_1_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_25UP_1_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NY_GDS_TOTL_CN","186","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2007","worldBank/LP_EXP_DURS_MD","159","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_CMPT_15UP_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SL_UEM_TOTL_NE_ZS","213","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1980","worldBank/SH_IMM_MEAS","197","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/VC_IHR_PSRC_P5","200","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_ICMP_4044_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/UIS_XSPENDP_56_FDPUB_FNCUR","164","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/EN_ATM_CO2E_LF_KT","211","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_EMP_TOTL_PB_UR_ZS","131","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_SCHL_6569_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_25UP_1_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2011","worldBank/FX_OWN_TOTL_YG_ZS","162","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1961","worldBank/NE_CON_TOTL_KD_ZG","179","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_1519_1_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
