"MinDate","StatVar","NumPlaces","Units","MeasurementMethods","ScalingFactors","observationPeriods"
"1984","worldBank/HF_UHC_CONS_ZS","149","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/EN_ATM_METH_AG_ZS","213","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1999","worldBank/per_si_allsi_cov_q4_tot","118","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/SL_UEM_BASC_FE_ZS","189","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NY_GNP_PCAP_CN","209","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_80UP_S1_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SCHL_5559","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_2529_NED_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_R_2_GPV_G3_F","176","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2011","worldBank/FX_OWN_TOTL_OL_ZS","162","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_ICMP_5559_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/4_1_SHARE_RE_IN_ELECTRICITY","233","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1980","worldBank/DC_DAC_ESPL_CD","166","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1999","worldBank/OECD_TSAL_3_ETOP","52","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_POP_3034_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_ICMP_2024_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/FS_AST_CGOV_GD_ZS","190","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SH_DTH_IMRT_FE","200","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/TX_VAL_ICTG_ZS_UN","193","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_1519_NED_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_CMPT_3539_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/EN_POP_SLUM_UR_ZS","200","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_1519_S1_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/NY_ADJ_DFOR_CD","188","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_DTH_INJR_60UP_ZS","187","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/FM_LBL_BMNY_GD_ZS","169","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_EMP_PUBS_FE_TN_ZS","111","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_REPR_2_GPV_G3","170","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_REPR_2_GPV_G4","82","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/HD_HCI_AMRT_FE","174","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/EN_ATM_GHGO_KT_CE","208","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_REPR_2_GPV_G1","187","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_MYS_2039_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_REPR_2_GPV_G2","184","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_DYN_IMRT_FE_IN","200","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/SL_TLF_INTM_FE_ZS","187","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_CMPT_4549_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_OFST_3_F_CP","190","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_SCHL_5054","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/DT_DOD_DSTC_IR_ZS","114","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BM_GSR_INSF_ZS","203","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_ANM_ALLW_ZS","196","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/EN_ATM_PM25_MC_T2_ZS","194","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1975","worldBank/SH_STA_OWAD_FE_ZS","200","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_IMP_GNFS_KN","178","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SCHL_15UP","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1985","worldBank/SH_STA_MMRT","198","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1969","worldBank/DT_NFL_UNCR_CD","143","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_ICMP_3034_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_2024_1_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_IMP_GNFS_KD","188","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1979","worldBank/DT_NFL_IFAD_CD","130","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/MS_MIL_TOTL_TF_ZS","176","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2011","worldBank/ENF_CONT_COEN_ATFE_PR","213","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/SL_UEM_BASC_MA_ZS","189","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_PRV_SMOK","168","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_ICMP_2529_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BN_RES_INCL_CD","196","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_2529_MA","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_ALL_NED_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_CMPT_4044_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_PWK_PRVS_FE_Q4_ZS","114","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_ALL_NED_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_SCHL_7074_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_6569_MA","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_SCHL_1519_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_ICMP_3034_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_2024_1_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BX_GRT_TECH_CD_WD","180","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_60UP_3_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1962","worldBank/NY_GNP_ATLS_CD","211","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_NOED_4044_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SCHL_5559_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1962","worldBank/ER_H2O_FWTL_K3","185","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_60UP_3_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_SCHL_6064","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2529_1_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2529_1_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1961","worldBank/AG_PRD_CREL_MT","186","[MetricTon]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_MYS_2064_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2013","worldBank/DT_NFL_FAOG_CD","142","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SCHL_2529","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_ALL_1_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/CM_MKT_INDX_ZG","84","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1961","worldBank/AG_LND_AGRI_K2","214","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_SCHL_5559_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_STA_SUIC_P5","189","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1998","worldBank/UIS_GTVP_4_V","142","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/DC_DAC_NLDL_CD","173","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/NY_ADJ_DCO2_CD","209","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/EN_ATM_HFCG_KT_CE","142","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1972","worldBank/GC_TAX_GSRV_VA_ZS","157","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_ALL_1_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_CMPT_3034_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_GDI_TOTL_CN","185","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BN_CAB_XOKA_GD_ZS","200","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_POP_3034","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_GDI_TOTL_CD","189","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_R_1_G3_F","193","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1996","worldBank/CC_STD_ERR","205","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_4064_2_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/SL_UEM_INTM_FE_ZS","190","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2024_4_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_4064_2_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_5054_FE","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1967","worldBank/FR_INR_LNDP","142","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_ALL_2_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_2529_2_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_EA_2T6_AG25T99","160","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_SLE_23_GPI","203","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BM_GSR_GNFS_CD","200","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_ALL_2_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/NY_ADJ_NNAT_CD","177","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1996","worldBank/SH_HIV_KNOW_MA_ZS","88","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BX_PEF_TOTL_CD_WD","190","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_SLE_123_M","206","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_SCHL_3034_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/HD_HCI_LAYS","174","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_15UP_4_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_SLE_123_F","206","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_SCHL_75UP","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_15UP_4_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/GFDD_DI_09","164","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/DC_DAC_FRAL_CD","180","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/GFDD_DI_05","185","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_NERT_1_GPI","200","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1961","worldBank/EN_POP_DNST","220","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/HD_HCI_AMRT_MA","174","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/GFDD_DI_06","182","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1993","worldBank/GFDD_DI_07","81","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/GFDD_DI_08","184","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/NY_ADJ_DFOR_GN_ZS","190","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_SCHL_1519_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_POP_6569","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1961","worldBank/NY_GNP_MKTP_KD_ZG","170","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_REPR_1_G1_F","188","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_SLE_12","207","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_R_2_GPV","199","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_AG02_FE_IN","217","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_REPR_1_G1_M","188","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/GFDD_DI_12","186","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/GFDD_DI_13","95","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/GFDD_DI_14","186","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1984","worldBank/HF_UHC_NOP3_ZS","149","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SH_DTH_IMRT_MA","200","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/GFDD_DI_10","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1980","worldBank/GFDD_DI_11","145","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1961","worldBank/ER_H2O_INTR_PC","187","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_1519_NED_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_1519_NED_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_1519_NED_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_1519_NED_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_GDI_FTOT_KN","168","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/EG_FEC_RNEW_ZS","216","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_DTH_COMM_FE_ZS","187","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/TX_VAL_MRCH_OR_ZS","209","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_GDI_FTOT_KD","176","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_CMPT_7074_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_ICMP_2024_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_PWK_PUBS_FE_Q5_ZS","113","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1961","worldBank/NY_GDP_MKTP_KD_ZG","218","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/GFDD_DI_01","186","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/GFDD_DI_02","186","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/GFDD_DI_03","83","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/GFDD_DI_04","182","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_ICMP_6569_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1972","worldBank/GC_XPN_COMP_ZS","161","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/FR_INR_LEND","148","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/per_sa_allsa_cov_q4_tot","121","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_80UP_4_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2011","worldBank/FX_OWN_TOTL_MA_ZS","162","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SCHL_6064","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_NOED_2529_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_80UP_NED_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2039_S1_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2529_1_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/TX_VAL_MRCH_R3_ZS","209","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/DT_TDS_DPPG_CD","123","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_60UP_3_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_1519_2_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BX_GSR_CCIS_CD","194","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/EG_CFT_ACCS_ZS","193","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/NE_DAB_TOTL_ZS","184","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1972","worldBank/GC_XPN_TRFT_ZS","158","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_SCHL_5559_FE","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_WAG_PUBS_TN","98","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_SCHL_2529","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_ICMP_6064_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/SE_SEC_ENRR","212","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1976","worldBank/SL_TLF_PART_FE_ZS","174","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/EN_LND_LTMP_DC","192","[Celsius]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1991","worldBank/SL_UEM_TOTL_FE_ZS","191","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/SE_PRM_NENR","201","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1996","worldBank/GE_PER_RNK","205","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_PRM_CMPT_6064_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/FP_CPI_TOTL_ZG","197","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_DYN_NCOM_FE_ZS","189","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_POP_1519_2_MA","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1985","worldBank/SP_M15_2024_FE_ZS","138","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_SEC_SCHL_15UP","144","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1991","worldBank/SL_EMP_WORK_MA_ZS","191","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/BM_TRF_PRVT_CD","200","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/EN_URB_MCTY_TL_ZS","125","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_6569_FE","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_15UP_4_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_65UP_TO_ZS","221","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_ROFST_3_F_CP","190","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_2039_2_FE","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_CMPT_5054_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/DT_DOD_DECT_CD","122","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/BAR_TER_CMPT_2529_FE_ZS","144","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1994","worldBank/UIS_SAP_CE","198","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/DT_NFL_MOTH_CD","122","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1984","worldBank/HF_UHC_NOP4_CG","149","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2001","worldBank/FD_RES_LIQU_AS_ZS","154","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/SH_DTH_NCOM_0514_MA_ZS","187","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/TX_VAL_MRCH_WL_CD","209","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1986","worldBank/SH_STA_MALN_FE_ZS","159","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1990","worldBank/SG_POP_MIGR_FE_ZS","219","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2004","worldBank/IP_TMK_NRCT","161","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1961","worldBank/AG_LND_ARBL_HA","206","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2011","worldBank/account_t_d_1","162","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2011","worldBank/account_t_d_2","162","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2011","worldBank/account_t_d_3","162","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_15UP_S1_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2011","worldBank/account_t_d_4","162","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2011","worldBank/account_t_d_5","162","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/UIS_XSPENDP_FDPUB_FNCAP","171","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2011","worldBank/account_t_d_6","162","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2011","worldBank/account_t_d_7","161","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1961","worldBank/AG_YLD_CREL_KG","185","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2011","worldBank/account_t_d_8","161","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1995","worldBank/EF_EFM_OVRL_XD","149","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1985","worldBank/SH_STA_MMRT_NE","111","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/DT_NFL_RDBC_CD","98","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2010","worldBank/PRJ_ATT_80UP_NED_MF","167","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1970","worldBank/DT_DOD_MWBG_CD","123","[USDollar]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/EN_ATM_CO2E_SF_KT","211","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"2000","worldBank/BI_PWK_PUBS_FE_Q1_ZS","114","[Percent]","[WorldBank_WDI_CSV]","[]","[P1Y]"
"1960","worldBank/SP_POP_1014_FE","221","[]","[WorldBank_WDI_CSV]","[]","[P1Y]"
